"product_name","sector","main_packaging_material","material_name","material_suitability_score"
"Lamp box","Furniture","Corrugated box + molded pulp","Fucoidan-Based Trays","13.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Pectin Films (Fruit-Derived)","13.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Bacterial Cellulose Sheets","14.1"
"Lamp box","Furniture","Corrugated box + molded pulp","Pullulan Films (Fungal)","13.4"
"Lamp box","Furniture","Corrugated box + molded pulp","Xanthan Gum Coatings","13.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Guar Gum Composites","14.5"
"Lamp box","Furniture","Corrugated box + molded pulp","Orange Peel Composites","14.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Lemon Peel Films","13.9"
"Lamp box","Furniture","Corrugated box + molded pulp","Pomegranate Rind Trays","15.1"
"Lamp box","Furniture","Corrugated box + molded pulp","Grape Pomace Fillers","15.6"
"Lamp box","Furniture","Corrugated box + molded pulp","Tomato Skin Sheets","14.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Onion Peel Composites","15.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Garlic Husk Padding","15.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Eggshell Calcium Composites","17.1"
"Lamp box","Furniture","Corrugated box + molded pulp","Crab Shell Chitin Films","13.6"
"Lamp box","Furniture","Corrugated box + molded pulp","Shrimp Shell Chitosan Trays","14.0"
"Lamp box","Furniture","Corrugated box + molded pulp","Fish Scale Bioplastics","12.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Feather Keratin Foams","12.4"
"Lamp box","Furniture","Corrugated box + molded pulp","Wool Fiber Padding","18.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Silk Cocoons Composites","13.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Casein (Milk Protein) Films","13.9"
"Lamp box","Furniture","Corrugated box + molded pulp","Gelatin-Based Wraps","14.3"
"Lamp box","Furniture","Corrugated box + molded pulp","Collagen Sheets","14.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Lignin Foams (Wood Extract)","12.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Hemicellulose Films","13.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Glucomannan Noodles/Padding","14.4"
"Lamp box","Furniture","Corrugated box + molded pulp","Locust Bean Gum Trays","14.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Konjac Glucomannan Films","14.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Fungal Keratinase Composites","13.3"
"Lamp box","Furniture","Corrugated box + molded pulp","Bacterial Nanocellulose Foams","14.1"
"Lamp box","Furniture","Corrugated box + molded pulp","Pha From Bacteria (Films)","15.2"
"Lamp box","Furniture","Corrugated box + molded pulp","Phb Bottles/Trays","15.6"
"Lamp box","Furniture","Corrugated box + molded pulp","Polyhydroxybutyrate Composites","15.8"
"Lamp box","Furniture","Corrugated box + molded pulp","Spider Silk-Inspired Synthetics","13.9"
"Lamp box","Furniture","Corrugated box + molded pulp","Nettle Fiber Bags","16.7"
"Lamp box","Furniture","Corrugated box + molded pulp","Willow Bark Composites","16.6"
"Kids’ toy box","Toys","Folding carton + paper insert","Recycled Cardboard / Paperboard","20.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Molded Pulp (Recycled Paper Fiber)","19.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Kraft Paper Wraps, Paper Padding","20.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Starch-Based Foams/Peanuts","15.3"
"Kids’ toy box","Toys","Folding carton + paper insert","Mycelium-Based Molded Packaging","13.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Pla Bioplastic (Films, Rigid)","13.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Cellulose / Seaweed Bio-Films","13.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Pcr Pet (Bottles, Trays)","-3.4"
"Kids’ toy box","Toys","Folding carton + paper insert","Pcr Hdpe/Ldpe","-3.9"
"Kids’ toy box","Toys","Folding carton + paper insert","Glass (Bottles, Jars, Vials)","-0.4"
"Kids’ toy box","Toys","Folding carton + paper insert","Aluminium Cans / Tins","-0.5"
"Kids’ toy box","Toys","Folding carton + paper insert","Bamboo (Components, Shells)","15.6"
"Kids’ toy box","Toys","Folding carton + paper insert","Cork, Wood, Wood-Composites","17.6"
"Kids’ toy box","Toys","Folding carton + paper insert","Cotton/Jute Textile Bags","20.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Hemp Fiber Molded Packaging","17.1"
"Kids’ toy box","Toys","Folding carton + paper insert","Sugarcane Bagasse Sheets","17.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Rice Husk Composites","14.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Recycled Steel Tins","-1.0"
"Kids’ toy box","Toys","Folding carton + paper insert","Pcr Pp (Polypropylene) Trays","-5.0"
"Kids’ toy box","Toys","Folding carton + paper insert","Beeswax-Coated Paper","14.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Seaweed-Based Rigid Trays","13.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Newspaper Honeycomb Inserts","19.6"
"Kids’ toy box","Toys","Folding carton + paper insert","Algae-Based Plastics","12.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Cellophane Films","16.3"
"Kids’ toy box","Toys","Folding carton + paper insert","Cornstarch-Based Bioplastic Trays","16.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Coconut Coir Padding","16.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Palm Leaf Trays","14.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Banana Fiber Composites","15.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Cassava Starch Foams","14.9"
"Kids’ toy box","Toys","Folding carton + paper insert","Beet Pulp Molded Pulp","17.1"
"Kids’ toy box","Toys","Folding carton + paper insert","Carrot Pulp Trays","14.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Tapioca-Based Films","16.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Corn Cob Fillers","16.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Peanut Shell Composites","14.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Sorghum Stalk Padding","15.9"
"Kids’ toy box","Toys","Folding carton + paper insert","Flax Fiber Bags","17.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Sisal Fiber Wraps","16.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Abaca (Manila Hemp) Sheets","17.1"
"Kids’ toy box","Toys","Folding carton + paper insert","Kapok Fiber Cushions","13.9"
"Kids’ toy box","Toys","Folding carton + paper insert","Pineapple Leaf Fibers (Piña)","15.1"
"Kids’ toy box","Toys","Folding carton + paper insert","Coffee Husk Composites","14.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Olive Stone Fillers","16.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Date Palm Composites","17.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Avocado Seed Bioplastics","12.9"
"Kids’ toy box","Toys","Folding carton + paper insert","Mushroom Root (Mycelium Variants)","13.3"
"Kids’ toy box","Toys","Folding carton + paper insert","Agar-Agar Films (Seaweed Binder)","13.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Wheat Bran Sheets","18.3"
"Kids’ toy box","Toys","Folding carton + paper insert","Barley Straw Pulp","19.0"
"Kids’ toy box","Toys","Folding carton + paper insert","Maize Cob Composites","16.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Potato Starch Foams","15.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Sugarcane Pulp Trays","17.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Apple Pomace Films","14.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Bamboo Leaf Sheets","15.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Reed Fiber Padding","16.6"
"Kids’ toy box","Toys","Folding carton + paper insert","Esparto Grass Composites","15.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Typha (Cattail) Fiber","15.3"
"Kids’ toy box","Toys","Folding carton + paper insert","Kenaf Fiber Molded","17.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Ramie Fiber Bags","16.5"
"Kids’ toy box","Toys","Folding carton + paper insert","Coir Pith Blocks","16.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Areca Palm Leaf Plates","14.3"
"Kids’ toy box","Toys","Folding carton + paper insert","Sal Leaf Plates","15.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Sago Palm Starch Films","15.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Jackfruit Seed Bioplastics","13.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Durian Rind Composites","15.1"
"Kids’ toy box","Toys","Folding carton + paper insert","Mango Seed Coatings","15.0"
"Kids’ toy box","Toys","Folding carton + paper insert","Papaya Leaf Fibers","15.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Guava Pomace Fillers","16.3"
"Kids’ toy box","Toys","Folding carton + paper insert","Lentil Hull Composites","16.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Chickpea Straw Pulp","17.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Soybean Hull Sheets","16.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Alginate Films (Brown Algae)","13.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Carrageenan Wraps (Red Algae)","13.4"
"Kids’ toy box","Toys","Folding carton + paper insert","Fucoidan-Based Trays","13.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Pectin Films (Fruit-Derived)","13.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Bacterial Cellulose Sheets","14.1"
"Kids’ toy box","Toys","Folding carton + paper insert","Pullulan Films (Fungal)","13.4"
"Kids’ toy box","Toys","Folding carton + paper insert","Xanthan Gum Coatings","13.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Guar Gum Composites","14.5"
"Kids’ toy box","Toys","Folding carton + paper insert","Orange Peel Composites","14.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Lemon Peel Films","13.9"
"Kids’ toy box","Toys","Folding carton + paper insert","Pomegranate Rind Trays","15.1"
"Kids’ toy box","Toys","Folding carton + paper insert","Grape Pomace Fillers","15.6"
"Kids’ toy box","Toys","Folding carton + paper insert","Tomato Skin Sheets","14.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Onion Peel Composites","15.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Garlic Husk Padding","15.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Eggshell Calcium Composites","17.1"
"Kids’ toy box","Toys","Folding carton + paper insert","Crab Shell Chitin Films","13.6"
"Kids’ toy box","Toys","Folding carton + paper insert","Shrimp Shell Chitosan Trays","14.0"
"Kids’ toy box","Toys","Folding carton + paper insert","Fish Scale Bioplastics","12.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Feather Keratin Foams","12.4"
"Kids’ toy box","Toys","Folding carton + paper insert","Wool Fiber Padding","18.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Silk Cocoons Composites","13.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Casein (Milk Protein) Films","13.9"
"Kids’ toy box","Toys","Folding carton + paper insert","Gelatin-Based Wraps","14.3"
"Kids’ toy box","Toys","Folding carton + paper insert","Collagen Sheets","14.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Lignin Foams (Wood Extract)","12.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Hemicellulose Films","13.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Glucomannan Noodles/Padding","14.4"
"Kids’ toy box","Toys","Folding carton + paper insert","Locust Bean Gum Trays","14.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Konjac Glucomannan Films","14.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Fungal Keratinase Composites","13.3"
"Kids’ toy box","Toys","Folding carton + paper insert","Bacterial Nanocellulose Foams","14.1"
"Kids’ toy box","Toys","Folding carton + paper insert","Pha From Bacteria (Films)","15.2"
"Kids’ toy box","Toys","Folding carton + paper insert","Phb Bottles/Trays","15.6"
"Kids’ toy box","Toys","Folding carton + paper insert","Polyhydroxybutyrate Composites","15.8"
"Kids’ toy box","Toys","Folding carton + paper insert","Spider Silk-Inspired Synthetics","13.9"
"Kids’ toy box","Toys","Folding carton + paper insert","Nettle Fiber Bags","16.7"
"Kids’ toy box","Toys","Folding carton + paper insert","Willow Bark Composites","16.6"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Recycled Cardboard / Paperboard","20.2"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Molded Pulp (Recycled Paper Fiber)","19.7"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Kraft Paper Wraps, Paper Padding","20.8"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Starch-Based Foams/Peanuts","15.3"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Mycelium-Based Molded Packaging","13.7"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Pla Bioplastic (Films, Rigid)","13.2"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Cellulose / Seaweed Bio-Films","13.8"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Pcr Pet (Bottles, Trays)","-3.4"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Pcr Hdpe/Ldpe","-3.9"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Glass (Bottles, Jars, Vials)","-0.4"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Aluminium Cans / Tins","-0.5"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Bamboo (Components, Shells)","15.6"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Cork, Wood, Wood-Composites","17.6"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Cotton/Jute Textile Bags","20.2"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Hemp Fiber Molded Packaging","17.1"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Sugarcane Bagasse Sheets","17.7"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Rice Husk Composites","14.7"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Recycled Steel Tins","-1.0"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Pcr Pp (Polypropylene) Trays","-5.0"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Beeswax-Coated Paper","14.8"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Seaweed-Based Rigid Trays","13.8"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Newspaper Honeycomb Inserts","19.6"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Algae-Based Plastics","12.7"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Cellophane Films","16.3"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Cornstarch-Based Bioplastic Trays","16.7"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Coconut Coir Padding","16.2"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Palm Leaf Trays","14.7"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Banana Fiber Composites","15.7"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Cassava Starch Foams","14.9"
"Building blocks tub","Toys","PCR PP tub + paper sleeve","Beet Pulp Molded Pulp","17.1"
