Material Name,Product Category,Strength Rating,Weight Capacity (kg),Unit Cost ($),Biodegradability Score,CO2 Emission (kg),Recyclability (%),Fragility Level,Shipping Mode
plastic,food,48.0,7.1,0.42,0.22,14.82,37.3,1.0,Ground
jute,cosmetics,49.0,6.7,0.15,0.98,1.5,63.6,2.0,Ground
paper,food,47.0,6.5,0.12,0.92,1.72,,1.0,Ground
bamboo,cosmetics,50.0,6.7,0.32,0.82,0.89,76.2,2.0,Ground
bamboo,electronics,45.0,7.5,0.26,0.87,0.8,68.1,3.0,Air
plastic,pharmaceuticals,55.0,9.6,0.39,0.08,6.32,33.3,2.0,Ground
jute,pharmaceuticals,36.0,5.2,0.23,0.92,,71.0,2.0,Ground
bamboo,home,,7.7,0.25,0.81,1.0,66.5,1.0,Ground
plastic,electronics,57.0,8.8,0.38,0.14,12.53,25.2,3.0,Air
paper,electronics,31.0,4.4,0.22,0.91,1.62,83.9,3.0,Air
paper,home,51.0,7.0,0.12,0.94,1.11,92.6,1.0,Ground
paper,cosmetics,36.0,6.7,0.17,1.0,1.72,83.3,2.0,Ground
plastic,food,60.0,9.4,0.25,0.12,9.47,46.0,1.0,Ground
plastic,pharmaceuticals,48.0,,0.4,0.17,7.39,31.7,2.0,Ground
paper,pharmaceuticals,42.0,6.7,0.17,0.92,1.5,88.8,2.0,Ground
metal,cosmetics,86.0,13.2,0.78,0.0,24.86,97.7,2.0,Ground
plastic,food,70.0,13.5,0.34,0.07,8.49,37.1,1.0,Ground
bamboo,cosmetics,56.0,10.5,0.3,0.78,1.08,83.6,2.0,
jute,electronics,48.0,8.2,0.26,0.91,1.23,71.5,3.0,Air
bamboo,electronics,50.0,6.9,0.3,0.76,0.76,65.8,3.0,Air
plastic,pharmaceuticals,77.0,10.3,0.19,0.21,10.46,48.7,2.0,Ground
glass,cosmetics,72.0,12.6,0.6,0.0,14.51,93.2,2.0,Ground
paper,cosmetics,32.0,6.3,0.22,0.92,1.41,85.9,2.0,Ground
plastic,electronics,78.0,10.8,0.22,0.15,17.93,38.0,3.0,Air
plastic,home,66.0,12.5,0.28,0.21,16.06,54.2,1.0,Ground
glass,food,86.0,13.7,0.46,0.03,12.34,88.3,1.0,Ground
bamboo,pharmaceuticals,63.0,9.5,0.21,0.88,1.01,68.9,2.0,Ground
bagasse,cosmetics,48.0,9.3,0.17,0.97,0.84,87.8,2.0,Ground
glass,cosmetics,86.0,13.1,0.5,0.02,9.42,86.9,2.0,Ground
paper,home,52.0,6.9,0.19,0.95,1.24,84.2,1.0,Ground
paper,pharmaceuticals,44.0,8.7,0.16,0.98,1.31,94.0,2.0,Ground
jute,pharmaceuticals,58.0,10.5,0.15,0.93,0.96,64.3,2.0,Ground
bamboo,food,61.0,8.3,0.22,0.75,1.21,67.9,1.0,Ground
plastic,electronics,78.0,11.3,0.39,0.17,10.2,39.4,3.0,Air
bamboo,electronics,52.0,7.7,0.24,0.76,0.99,65.3,3.0,Air
plastic,cosmetics,72.0,11.3,0.32,0.17,17.95,27.2,2.0,Ground
metal,pharmaceuticals,88.0,15.5,,0.0,12.49,92.3,2.0,Ground
jute,home,45.0,6.9,0.27,0.95,1.52,67.3,1.0,Ground
paper,cosmetics,50.0,9.5,0.23,0.95,1.19,85.1,2.0,Ground
plastic,electronics,66.0,9.2,0.3,0.11,13.06,31.0,3.0,Air
bamboo,home,49.0,8.5,0.24,0.85,,72.4,1.0,Ground
glass,cosmetics,88.0,13.0,0.5,0.01,15.97,87.1,2.0,Ground
paper,food,49.0,7.3,0.17,0.95,1.73,77.8,1.0,Ground
plastic,pharmaceuticals,58.0,8.5,0.41,0.14,6.81,25.6,2.0,Ground
bagasse,home,43.0,5.8,0.23,0.96,1.05,86.1,1.0,Ground
paper,cosmetics,39.0,5.4,0.2,0.95,1.34,85.4,2.0,Ground
metal,food,84.0,14.8,0.6,0.0,20.25,91.6,1.0,Ground
plastic,home,62.0,11.6,0.2,0.08,16.94,33.4,1.0,Ground
paper,pharmaceuticals,53.0,7.6,0.13,0.97,1.73,,2.0,Ground
jute,pharmaceuticals,50.0,9.1,0.18,0.94,1.57,70.2,2.0,Ground
plastic,electronics,53.0,7.9,0.19,0.06,10.28,,3.0,Air
metal,food,98.0,17.7,0.41,0.0,15.93,,1.0,Ground
jute,electronics,44.0,6.2,0.25,0.93,0.91,60.8,3.0,Air
plastic,pharmaceuticals,69.0,9.5,0.29,0.2,6.45,30.3,2.0,Ground
jute,home,37.0,7.0,0.15,0.94,1.63,63.6,1.0,Ground
metal,cosmetics,98.0,15.7,0.37,0.0,17.82,91.0,2.0,Ground
plastic,cosmetics,55.0,10.1,0.4,0.24,11.32,39.5,2.0,
paper,pharmaceuticals,37.0,7.1,0.12,0.91,1.14,89.0,2.0,Ground
metal,electronics,89.0,13.6,0.78,0.0,18.28,95.2,3.0,Air
plastic,cosmetics,68.0,12.0,0.41,0.09,8.69,26.5,2.0,Ground
jute,pharmaceuticals,36.0,6.9,0.28,0.92,1.07,,2.0,Ground
glass,food,90.0,13.2,0.54,0.02,15.19,89.6,1.0,Ground
bamboo,cosmetics,49.0,6.9,0.2,0.79,1.25,,2.0,Ground
paper,cosmetics,44.0,8.2,0.22,0.85,1.14,87.0,2.0,Ground
paper,food,42.0,5.6,0.19,0.95,,85.9,1.0,Ground
paper,cosmetics,40.0,6.4,0.25,0.97,1.77,77.4,2.0,Ground
plastic,food,52.0,10.0,0.43,0.16,16.67,27.2,1.0,Ground
paper,home,40.0,6.6,0.22,0.87,1.57,84.9,1.0,Ground
jute,food,35.0,6.5,0.21,0.88,1.68,66.5,1.0,Ground
bamboo,food,58.0,9.2,0.21,0.77,0.85,65.3,1.0,Ground
paper,pharmaceuticals,41.0,6.3,0.21,0.97,1.7,85.9,2.0,Ground
paper,home,39.0,5.9,0.18,0.98,0.95,86.2,1.0,Ground
bagasse,electronics,48.0,6.7,0.21,1.0,0.66,89.9,3.0,Air
bagasse,pharmaceuticals,30.0,4.3,0.24,0.92,,82.6,2.0,Ground
bamboo,pharmaceuticals,52.0,10.0,0.27,0.87,0.87,,2.0,Ground
metal,home,76.0,11.3,0.45,0.0,16.88,91.8,1.0,Ground
bamboo,electronics,50.0,8.3,0.34,0.84,1.17,79.4,3.0,Air
metal,home,89.0,12.7,0.61,0.0,,95.6,1.0,Ground
bamboo,cosmetics,53.0,7.8,0.35,0.83,1.22,81.5,2.0,Ground
bamboo,electronics,45.0,7.3,0.32,0.85,0.7,67.4,3.0,Air
paper,cosmetics,45.0,6.0,,0.87,1.69,83.9,2.0,Ground
plastic,pharmaceuticals,71.0,11.4,0.43,0.23,,37.9,2.0,Ground
bamboo,electronics,50.0,7.1,0.21,0.83,0.78,83.9,3.0,Air
jute,pharmaceuticals,42.0,7.7,0.19,0.95,1.58,65.1,2.0,Ground
plastic,cosmetics,,,0.2,0.22,13.0,40.6,2.0,Ground
jute,cosmetics,38.0,5.7,0.24,0.92,1.68,73.1,2.0,Ground
paper,electronics,51.0,8.4,0.18,0.97,1.79,84.8,3.0,Air
plastic,home,55.0,9.7,0.24,0.13,11.19,51.0,1.0,Ground
glass,home,81.0,12.6,0.48,0.03,19.74,90.8,1.0,
bamboo,cosmetics,61.0,10.9,0.27,0.77,0.96,,2.0,Ground
metal,electronics,85.0,12.9,0.76,0.0,17.58,94.7,3.0,Air
jute,home,49.0,7.1,0.17,0.94,1.26,66.8,1.0,Ground
glass,pharmaceuticals,81.0,15.8,0.57,0.01,15.43,89.0,2.0,Ground
plastic,electronics,45.0,6.8,0.42,0.06,9.75,35.3,3.0,Air
jute,pharmaceuticals,35.0,6.3,0.16,0.96,1.4,77.2,2.0,Ground
paper,pharmaceuticals,45.0,7.9,0.12,0.87,1.06,88.2,2.0,Ground
bagasse,cosmetics,37.0,5.8,0.24,0.93,1.08,,2.0,Ground
bamboo,home,41.0,7.7,0.31,0.78,1.13,66.5,1.0,Ground
glass,electronics,69.0,11.6,0.5,0.03,15.72,87.6,3.0,Air
glass,pharmaceuticals,86.0,13.2,0.53,0.0,,94.0,2.0,Ground
paper,home,30.0,4.8,0.21,0.94,1.0,91.7,1.0,Ground
jute,electronics,37.0,,0.15,,1.3,72.0,3.0,Air
paper,home,38.0,5.3,0.22,0.99,1.22,77.1,1.0,Ground
metal,home,89.0,,0.39,0.0,22.83,95.5,1.0,Ground
glass,cosmetics,69.0,9.2,0.54,0.02,17.9,94.2,2.0,Ground
jute,pharmaceuticals,43.0,7.3,0.21,0.86,1.31,66.4,2.0,Ground
bamboo,food,53.0,9.6,0.25,0.77,1.27,66.6,1.0,Ground
paper,home,53.0,9.6,0.2,0.87,,,1.0,Ground
glass,food,80.0,11.9,0.34,0.01,11.1,89.2,1.0,Ground
glass,home,84.0,16.2,0.3,0.01,14.76,89.8,1.0,Ground
plastic,home,71.0,11.9,0.26,0.11,13.17,37.9,1.0,Ground
bagasse,home,36.0,6.6,0.23,0.94,1.16,79.3,1.0,Ground
plastic,pharmaceuticals,58.0,9.1,0.35,0.18,6.59,39.9,2.0,Ground
plastic,electronics,63.0,9.5,0.24,0.16,16.73,46.1,3.0,Air
plastic,cosmetics,69.0,9.8,0.23,0.13,16.52,34.7,2.0,Ground
jute,cosmetics,58.0,9.2,0.21,0.89,1.23,78.7,2.0,Ground
bagasse,home,32.0,4.5,0.17,0.96,0.96,89.8,1.0,Ground
bagasse,food,37.0,5.2,0.27,0.92,1.17,,1.0,Ground
bamboo,food,48.0,7.5,0.34,0.89,1.21,75.8,1.0,Ground
paper,electronics,36.0,5.6,0.24,0.86,1.25,,3.0,Air
glass,food,84.0,11.9,0.34,0.03,15.14,89.3,1.0,Ground
bamboo,electronics,47.0,,,0.76,1.07,74.1,3.0,Air
bamboo,electronics,48.0,9.6,0.28,0.82,0.92,77.9,3.0,Air
plastic,food,62.0,12.3,0.34,0.19,13.21,40.0,1.0,Ground
plastic,electronics,47.0,7.6,0.31,0.23,16.29,,3.0,Air
bagasse,cosmetics,32.0,4.7,0.18,0.91,,82.9,2.0,Ground
jute,food,46.0,8.2,0.2,0.89,1.7,69.2,1.0,Ground
jute,pharmaceuticals,43.0,6.7,0.18,0.86,1.43,68.1,2.0,Ground
paper,home,31.0,4.3,0.23,0.86,1.31,86.9,1.0,Ground
plastic,home,56.0,8.2,0.18,0.19,7.71,50.1,1.0,Ground
plastic,food,62.0,9.0,0.28,0.11,15.43,50.7,1.0,Ground
paper,food,34.0,4.6,0.12,0.92,0.96,83.8,1.0,Ground
bagasse,pharmaceuticals,47.0,9.2,0.25,0.97,1.18,80.9,2.0,Ground
jute,electronics,38.0,6.3,0.22,0.93,1.7,76.1,3.0,Air
plastic,home,46.0,6.6,0.31,0.15,6.85,39.2,1.0,Ground
bamboo,electronics,44.0,7.2,0.25,,1.18,84.6,3.0,Air
paper,electronics,31.0,5.0,0.21,0.89,0.88,91.6,3.0,Air
bamboo,home,63.0,10.5,0.23,0.86,1.13,79.1,1.0,Ground
jute,electronics,50.0,7.6,0.22,0.98,1.62,62.2,3.0,Air
plastic,cosmetics,59.0,10.1,0.27,0.21,8.33,31.7,2.0,Ground
plastic,food,79.0,14.0,0.24,0.13,15.85,45.3,1.0,Ground
bagasse,home,32.0,4.4,0.27,0.91,1.16,80.0,1.0,Ground
paper,home,35.0,5.1,0.16,0.94,1.25,88.5,1.0,Ground
bagasse,home,36.0,5.5,0.19,0.93,1.08,87.2,1.0,Ground
bamboo,cosmetics,63.0,11.8,0.26,0.86,0.83,71.3,2.0,Ground
plastic,pharmaceuticals,48.0,9.0,0.2,0.15,8.5,53.2,2.0,Ground
glass,home,88.0,12.7,0.48,,,85.4,1.0,Ground
bamboo,home,58.0,9.4,0.24,0.83,1.34,72.6,1.0,Ground
plastic,cosmetics,64.0,9.8,0.43,0.14,16.23,42.1,2.0,Ground
jute,home,46.0,6.9,0.16,0.97,1.36,62.9,1.0,Ground
bagasse,food,33.0,4.8,0.25,0.96,1.17,83.7,1.0,Ground
plastic,pharmaceuticals,51.0,7.2,0.34,0.12,10.21,41.9,2.0,Ground
plastic,pharmaceuticals,,8.3,0.24,0.19,13.38,28.2,2.0,Ground
bagasse,cosmetics,41.0,8.2,0.19,,0.94,87.5,2.0,Ground
bamboo,pharmaceuticals,64.0,8.7,0.26,0.81,0.89,72.4,2.0,Ground
plastic,cosmetics,73.0,10.4,0.36,0.18,17.95,26.7,2.0,Ground
paper,electronics,32.0,,0.17,0.97,0.89,93.0,3.0,Air
paper,pharmaceuticals,52.0,8.6,0.2,0.9,1.43,76.4,2.0,Ground
metal,home,83.0,,0.78,0.0,13.32,92.5,1.0,Ground
glass,cosmetics,81.0,12.8,0.48,0.02,14.09,87.1,2.0,Ground
paper,electronics,37.0,7.2,,0.87,1.04,91.9,3.0,Air
glass,home,77.0,10.4,0.48,0.0,12.31,,1.0,Ground
jute,pharmaceuticals,51.0,9.6,0.21,0.85,,75.3,2.0,Ground
metal,pharmaceuticals,85.0,12.4,0.49,0.0,18.04,91.5,2.0,Ground
plastic,food,50.0,6.9,0.43,0.24,15.75,26.9,1.0,Ground
jute,cosmetics,54.0,7.6,0.29,0.98,1.08,60.5,2.0,Ground
bagasse,cosmetics,43.0,8.5,0.17,0.93,0.92,,2.0,Ground
plastic,pharmaceuticals,74.0,13.8,,0.05,,48.6,2.0,Ground
paper,home,39.0,7.3,0.19,0.93,1.14,,1.0,Ground
jute,pharmaceuticals,54.0,9.5,0.26,0.94,1.09,,2.0,Ground
glass,home,90.0,13.6,0.6,0.03,10.04,92.2,1.0,Ground
plastic,cosmetics,71.0,9.9,0.2,0.23,9.57,46.9,2.0,Ground
bamboo,home,52.0,9.1,0.27,0.84,1.29,82.8,1.0,Ground
plastic,electronics,50.0,9.0,0.27,0.19,,33.3,3.0,Air
paper,cosmetics,40.0,7.0,0.15,0.88,1.79,93.5,2.0,Ground
jute,cosmetics,42.0,6.1,0.24,0.98,1.52,61.7,2.0,Ground
jute,cosmetics,,8.2,0.29,0.95,1.18,70.2,2.0,Ground
bagasse,cosmetics,48.0,8.1,0.15,0.9,0.7,78.3,2.0,
bagasse,cosmetics,36.0,5.4,0.17,0.93,0.63,76.4,2.0,Ground
plastic,electronics,53.0,7.1,0.44,0.21,14.95,29.4,3.0,Air
glass,cosmetics,91.0,14.1,,0.02,9.19,87.3,2.0,Ground
bagasse,pharmaceuticals,37.0,7.4,0.17,0.9,0.87,76.0,2.0,Ground
plastic,home,63.0,9.6,0.4,0.17,,27.6,1.0,Ground
jute,food,50.0,8.2,0.19,0.88,1.04,73.2,1.0,Ground
bagasse,home,39.0,5.6,0.12,0.97,1.07,87.8,1.0,Ground
metal,cosmetics,96.0,14.2,0.79,0.0,16.22,88.2,2.0,Ground
plastic,electronics,78.0,12.2,0.31,0.24,15.22,31.0,3.0,Air
bagasse,electronics,42.0,6.3,,0.93,1.19,83.0,3.0,Air
bagasse,pharmaceuticals,46.0,7.4,0.15,0.9,,78.3,2.0,Ground
bamboo,electronics,61.0,9.5,0.27,0.85,0.8,85.0,3.0,Air
bagasse,electronics,47.0,8.1,0.21,0.92,,80.8,3.0,Air
paper,pharmaceuticals,44.0,6.6,0.16,0.92,0.81,85.8,2.0,Ground
jute,pharmaceuticals,42.0,6.8,0.21,0.94,1.07,77.2,2.0,Ground
bamboo,cosmetics,,9.1,0.3,0.89,1.26,81.6,2.0,Ground
glass,food,67.0,9.5,0.49,0.01,9.86,86.3,1.0,Ground
plastic,home,76.0,13.8,0.3,0.19,6.34,44.0,1.0,Ground
glass,home,,11.6,0.31,0.0,17.45,86.3,1.0,Ground
paper,electronics,44.0,7.3,0.25,0.88,1.77,92.0,3.0,Air
bagasse,electronics,40.0,7.2,0.16,0.93,1.01,84.7,3.0,Air
bamboo,electronics,46.0,8.7,0.28,0.78,0.73,79.2,,Air
jute,home,48.0,7.0,0.15,0.91,1.13,74.9,1.0,Ground
metal,home,78.0,10.5,0.62,0.0,22.7,97.7,1.0,Ground
paper,electronics,44.0,6.1,0.17,0.88,,83.6,3.0,Air
bagasse,home,,4.8,0.2,0.95,1.09,86.9,1.0,Ground
bagasse,food,41.0,7.1,0.22,0.93,1.18,82.9,1.0,Ground
plastic,home,61.0,10.6,0.38,0.18,9.68,28.3,1.0,Ground
plastic,pharmaceuticals,77.0,13.0,0.27,0.21,,25.2,2.0,Ground
glass,cosmetics,69.0,10.7,0.39,0.02,20.93,91.1,2.0,Ground
jute,home,40.0,6.0,0.26,0.93,1.03,,1.0,Ground
jute,food,41.0,7.5,0.25,0.92,1.46,74.8,1.0,Ground
plastic,home,51.0,7.3,0.37,0.13,17.9,26.7,1.0,Ground
jute,electronics,45.0,6.0,,0.91,1.13,69.5,3.0,Air
paper,cosmetics,36.0,5.0,0.23,0.87,0.91,79.1,,Ground
metal,pharmaceuticals,95.0,14.0,,0.0,13.98,90.4,2.0,Ground
glass,cosmetics,,12.9,0.59,0.03,10.88,,2.0,Ground
plastic,electronics,68.0,9.9,0.33,0.12,14.73,44.2,3.0,Air
paper,electronics,47.0,6.6,0.19,0.99,1.43,,3.0,Air
bamboo,electronics,55.0,8.3,0.21,0.83,0.86,76.3,3.0,Air
bamboo,home,43.0,5.8,0.27,0.79,0.86,84.1,1.0,Ground
paper,home,46.0,8.2,0.12,0.89,1.02,81.0,1.0,Ground
paper,home,54.0,10.0,0.16,0.96,0.87,83.9,1.0,Ground
plastic,cosmetics,,7.5,0.43,0.12,14.21,41.1,2.0,Ground
bagasse,home,36.0,6.9,0.24,0.93,0.75,79.4,1.0,Ground
plastic,pharmaceuticals,76.0,12.5,0.19,0.2,13.68,46.6,2.0,Ground
bamboo,pharmaceuticals,44.0,8.6,0.23,0.82,0.93,84.4,2.0,Ground
plastic,pharmaceuticals,76.0,11.7,0.44,0.24,14.57,50.3,2.0,Ground
glass,electronics,83.0,16.3,0.37,0.02,20.75,86.0,3.0,Air
plastic,home,61.0,11.4,0.4,0.25,9.66,28.4,1.0,Ground
glass,home,68.0,10.5,0.56,0.01,17.13,86.1,1.0,Ground
bagasse,pharmaceuticals,46.0,6.8,0.19,0.9,1.03,88.6,2.0,Ground
jute,home,41.0,6.6,0.29,0.91,1.65,77.4,1.0,
plastic,electronics,71.0,12.3,0.2,0.16,15.85,39.3,3.0,Air
jute,electronics,54.0,7.7,0.17,0.85,1.18,62.3,3.0,Air
paper,cosmetics,44.0,7.3,0.22,0.96,1.63,84.7,2.0,Ground
paper,home,52.0,9.3,0.23,1.0,1.07,90.5,1.0,Ground
bamboo,pharmaceuticals,43.0,6.1,0.32,0.76,0.77,82.5,2.0,Ground
paper,electronics,40.0,5.9,0.2,0.99,0.93,85.2,3.0,Air
bamboo,pharmaceuticals,51.0,9.5,0.32,0.79,1.22,70.9,2.0,Ground
bamboo,cosmetics,44.0,6.7,0.22,0.79,1.31,79.5,2.0,Ground
bamboo,food,45.0,8.2,0.22,0.88,0.86,82.5,1.0,Ground
bagasse,pharmaceuticals,34.0,4.7,0.2,0.95,0.93,84.0,2.0,Ground
bamboo,food,43.0,6.9,0.33,0.84,0.84,80.0,1.0,Ground
metal,home,78.0,13.0,0.73,0.0,15.23,,1.0,Ground
plastic,food,77.0,11.7,0.23,0.07,15.72,43.7,1.0,Ground
bagasse,food,34.0,5.2,0.12,0.95,0.68,85.8,1.0,Ground
plastic,electronics,47.0,6.3,0.39,0.18,6.91,31.7,3.0,Air
plastic,pharmaceuticals,73.0,12.6,0.32,0.23,7.37,34.7,2.0,Ground
paper,food,31.0,4.4,0.12,0.95,1.35,78.8,1.0,Ground
plastic,cosmetics,63.0,11.2,,0.23,14.84,47.3,2.0,Ground
jute,cosmetics,53.0,7.1,0.28,0.92,1.09,77.2,2.0,Ground
paper,cosmetics,33.0,4.5,0.13,0.99,1.02,84.4,2.0,Ground
plastic,food,72.0,11.3,0.45,0.07,,52.1,1.0,Ground
paper,pharmaceuticals,46.0,6.6,0.13,1.0,0.99,83.3,2.0,Ground
bagasse,home,34.0,6.8,0.25,0.92,1.14,79.1,1.0,Ground
glass,food,76.0,11.0,0.47,0.02,9.53,86.5,1.0,Ground
bagasse,food,30.0,,0.25,0.95,1.15,80.0,1.0,Ground
plastic,food,78.0,11.7,0.19,0.1,9.97,27.0,1.0,Ground
bagasse,cosmetics,42.0,6.5,,,1.06,85.9,2.0,Ground
bagasse,pharmaceuticals,30.0,5.4,0.23,0.91,0.88,80.9,2.0,Ground
plastic,food,74.0,14.6,0.26,0.16,12.57,37.0,1.0,Ground
bagasse,cosmetics,40.0,6.5,0.14,0.96,0.67,87.2,2.0,Ground
metal,pharmaceuticals,80.0,11.0,0.76,0.0,,89.7,2.0,Ground
jute,food,49.0,6.6,0.24,0.86,1.47,79.0,1.0,Ground
bamboo,home,49.0,7.7,0.22,0.85,1.15,75.3,1.0,Ground
bagasse,home,36.0,6.4,0.12,0.92,1.15,89.8,1.0,Ground
jute,cosmetics,42.0,6.7,,0.96,0.98,62.7,2.0,Ground
plastic,home,57.0,7.7,0.29,0.23,13.61,51.3,1.0,Ground
plastic,cosmetics,65.0,10.3,0.42,0.11,8.82,54.4,2.0,Ground
paper,cosmetics,31.0,5.7,0.2,0.89,0.86,94.9,2.0,Ground
plastic,electronics,57.0,7.9,0.34,0.19,8.58,45.5,3.0,Air
bagasse,pharmaceuticals,33.0,,0.26,0.91,0.8,85.6,2.0,Ground
bagasse,cosmetics,44.0,8.0,0.24,0.96,1.01,83.6,2.0,Ground
bamboo,electronics,62.0,11.1,0.29,0.81,0.81,78.5,3.0,Air
jute,cosmetics,42.0,6.6,0.21,0.86,1.27,66.7,2.0,Ground
plastic,home,78.0,11.1,0.36,0.17,8.6,36.0,1.0,Ground
paper,home,51.0,7.6,,0.91,1.09,90.6,1.0,Ground
bagasse,pharmaceuticals,49.0,,0.2,0.94,1.15,77.7,2.0,Ground
bamboo,home,61.0,9.2,0.26,0.76,0.95,80.7,1.0,Ground
plastic,cosmetics,72.0,11.1,0.2,0.23,13.11,39.2,2.0,Ground
plastic,pharmaceuticals,62.0,9.6,0.27,0.09,6.74,,2.0,Ground
bamboo,electronics,59.0,9.6,0.32,0.78,1.33,82.3,3.0,Air
bagasse,electronics,40.0,5.5,0.25,0.9,0.98,80.7,3.0,Air
paper,pharmaceuticals,38.0,7.2,0.23,0.96,1.75,77.1,2.0,Ground
jute,pharmaceuticals,40.0,7.8,0.28,0.91,1.66,77.8,2.0,Ground
bamboo,cosmetics,61.0,,0.34,0.88,0.99,83.2,2.0,Ground
glass,food,77.0,14.4,0.33,0.02,12.35,86.9,1.0,Ground
glass,food,81.0,11.4,0.48,0.01,19.29,85.3,1.0,Ground
bamboo,cosmetics,61.0,8.4,0.29,0.86,0.93,80.0,2.0,Ground
plastic,food,52.0,8.4,0.36,0.09,13.26,43.5,1.0,Ground
jute,electronics,43.0,6.3,0.28,0.86,1.02,67.5,3.0,Air
plastic,pharmaceuticals,62.0,9.6,0.38,0.11,11.18,29.5,2.0,Ground
glass,pharmaceuticals,79.0,11.6,0.36,0.02,10.29,90.3,2.0,Ground
jute,home,39.0,5.5,0.18,0.94,1.06,63.1,1.0,
metal,cosmetics,93.0,15.6,0.72,0.0,21.22,,2.0,Ground
bagasse,electronics,40.0,6.8,0.19,0.97,1.2,82.2,3.0,Air
bamboo,electronics,43.0,6.6,0.32,0.84,1.17,83.7,3.0,Air
bagasse,food,33.0,6.1,0.25,0.99,0.83,87.4,1.0,Ground
plastic,pharmaceuticals,61.0,9.5,0.4,0.19,12.26,50.5,2.0,Ground
bamboo,food,41.0,5.6,0.33,0.81,0.87,79.3,1.0,Ground
jute,home,42.0,7.9,0.28,0.91,1.39,63.8,1.0,Ground
plastic,food,73.0,9.7,0.42,0.25,6.33,53.9,1.0,Ground
jute,cosmetics,37.0,5.0,0.29,0.94,1.49,,2.0,Ground
bagasse,home,32.0,5.1,0.21,0.93,0.73,86.0,1.0,Ground
plastic,pharmaceuticals,72.0,12.1,0.33,0.24,8.52,52.4,2.0,Ground
plastic,electronics,68.0,13.4,0.41,0.08,10.71,36.4,3.0,Air
jute,home,40.0,7.0,0.18,0.98,1.01,78.4,1.0,Ground
metal,home,89.0,14.6,0.57,0.0,14.64,91.7,1.0,Ground
glass,home,73.0,13.0,0.35,0.01,19.46,85.4,1.0,Ground
metal,home,86.0,17.1,0.38,0.0,16.86,96.7,1.0,Ground
plastic,home,70.0,11.1,0.37,0.13,15.96,33.6,,Ground
plastic,food,71.0,13.5,0.21,0.13,9.22,31.7,1.0,Ground
plastic,home,58.0,8.2,0.22,0.07,,36.5,1.0,Ground
plastic,pharmaceuticals,66.0,13.1,,0.09,13.27,48.5,2.0,Ground
paper,pharmaceuticals,42.0,7.6,0.14,0.93,1.78,75.4,2.0,Ground
plastic,food,70.0,10.6,0.26,0.23,15.08,38.2,1.0,Ground
metal,food,93.0,13.2,0.41,0.0,24.24,93.4,1.0,Ground
paper,cosmetics,43.0,,0.18,0.96,1.3,87.3,2.0,Ground
plastic,cosmetics,76.0,11.2,0.33,0.16,6.32,,2.0,Ground
bamboo,pharmaceuticals,,9.5,0.25,0.9,0.77,76.9,2.0,Ground
paper,pharmaceuticals,52.0,7.9,0.14,0.95,0.8,84.6,2.0,Ground
bamboo,electronics,61.0,10.5,0.22,0.8,1.22,69.6,3.0,Air
plastic,food,75.0,12.4,0.42,0.08,16.27,27.7,1.0,Ground
plastic,food,74.0,12.6,0.29,0.07,11.26,53.0,1.0,Ground
bamboo,pharmaceuticals,50.0,9.3,0.25,0.77,0.95,73.9,2.0,Ground
glass,food,79.0,13.4,0.52,0.01,13.33,91.1,1.0,Ground
paper,pharmaceuticals,34.0,5.8,0.16,0.95,1.69,86.6,2.0,Ground
plastic,electronics,63.0,11.6,0.22,0.2,13.55,47.2,3.0,Air
paper,cosmetics,48.0,6.6,0.12,0.89,1.55,89.5,2.0,Ground
plastic,electronics,65.0,9.5,0.41,0.09,15.57,,3.0,Air
jute,food,41.0,6.2,0.3,0.97,1.45,78.8,1.0,Ground
bamboo,pharmaceuticals,48.0,7.4,0.27,0.8,1.33,84.0,2.0,Ground
plastic,electronics,66.0,,0.21,0.06,16.51,31.0,3.0,Air
jute,pharmaceuticals,52.0,9.5,0.27,0.85,1.44,65.7,2.0,Ground
glass,electronics,70.0,9.9,0.47,0.01,17.8,,3.0,Air
metal,home,95.0,16.4,0.53,0.0,16.7,93.7,1.0,Ground
plastic,pharmaceuticals,68.0,10.1,0.27,0.19,6.26,32.8,2.0,Ground
jute,cosmetics,57.0,9.7,0.24,0.95,1.15,73.6,2.0,Ground
bamboo,pharmaceuticals,60.0,9.4,0.25,0.81,1.03,75.2,2.0,Ground
plastic,food,78.0,13.4,0.3,0.25,7.83,,1.0,Ground
bagasse,food,32.0,6.2,0.17,0.93,0.8,84.4,1.0,Ground
glass,cosmetics,83.0,11.3,0.42,0.02,14.02,90.0,2.0,Ground
plastic,food,66.0,12.9,0.22,0.05,6.9,43.0,1.0,Ground
metal,home,76.0,11.3,0.73,0.0,23.17,89.3,1.0,Ground
glass,home,67.0,10.8,0.51,0.01,15.43,87.2,1.0,Ground
bagasse,electronics,42.0,8.3,0.22,0.97,0.79,81.0,3.0,Air
paper,pharmaceuticals,52.0,9.5,0.16,0.94,1.44,83.1,2.0,Ground
glass,home,94.0,17.9,0.39,0.02,19.49,93.0,1.0,Ground
jute,cosmetics,38.0,7.0,0.2,0.89,1.5,66.5,2.0,Ground
bamboo,pharmaceuticals,42.0,6.0,0.25,0.87,0.93,69.4,2.0,Ground
bamboo,cosmetics,41.0,7.6,0.23,0.82,0.81,65.4,2.0,Ground
bagasse,food,48.0,6.8,0.13,0.92,0.85,81.0,1.0,Ground
bamboo,home,50.0,9.0,0.31,0.77,1.26,71.9,1.0,Ground
