Material Name ,ProductCategory,Strength_Value,WtCapacity,Unit Cost($),Bio Score,CO2Emission,Recycle %,FragileLevel,Ship-Type
jute,,39.0,11.0,0.66,,6.51,5.0,3,Air
paper,pharmaceuticals,41.0,14.0,0.65,0.1,18.92,83.0,2,Ground
glass,food,33.0,13.0,0.24,0.59,0.93,,2,Ground
,electronics,47.0,7.0,0.57,0.45,7.07,11.2,1,Air
plastic,cosmetics,,18.0,0.17,0.77,9.7,44.0,,Air
bamboo,cosmetics,54.0,19.0,0.46,0.21,22.11,93.2,2,Air
,pharmaceuticals,65.0,6.0,0.21,0.45,23.79,14.5,2,Ground
,cosmetics,96.0,18.0,0.39,0.16,18.05,29.2,,Ground
metal,food,38.0,20.0,0.68,0.96,12.57,30.4,2,Air
paper,electronics,90.0,11.0,0.79,0.78,16.2,3.0,3,Ground
jute,food,82.0,8.0,0.32,0.74,10.64,3.6,2,Air
glass,home,47.0,22.0,0.47,0.69,7.82,95.3,3,
glass,pharmaceuticals,72.0,9.0,0.46,0.42,23.79,57.1,2,Ground
,cosmetics,64.0,10.0,0.77,,,30.7,2,
bamboo,home,92.0,11.0,0.44,0.07,8.99,37.9,,Air
metal,cosmetics,33.0,19.0,0.59,0.8,,71.5,3,Ground
bagasse,electronics,70.0,5.0,0.75,0.22,18.22,36.7,2,Air
glass,electronics,74.0,8.0,0.36,0.32,1.21,22.8,1,Air
jute,electronics,79.0,5.0,0.73,0.52,1.07,10.2,1,Air
plastic,cosmetics,57.0,15.0,0.74,0.78,13.15,72.9,3,Air
plastic,home,71.0,22.0,0.75,0.84,12.36,18.1,2,Air
bagasse,electronics,98.0,18.0,0.29,0.58,11.35,7.0,3,
jute,home,30.0,15.0,,0.4,7.91,42.7,2,Ground
,cosmetics,68.0,14.0,0.71,0.95,24.67,4.0,2,
jute,home,46.0,21.0,0.35,,,,3,Air
,cosmetics,64.0,8.0,0.52,0.8,12.51,62.7,2,Air
jute,cosmetics,75.0,19.0,0.18,0.61,10.42,15.3,3,Air
jute,pharmaceuticals,71.0,20.0,,0.38,4.67,17.2,2,Air
paper,cosmetics,68.0,17.0,0.39,,5.46,57.0,1,Ground
plastic,cosmetics,78.0,13.0,0.51,0.45,23.0,35.7,2,
jute,food,,15.0,0.37,0.28,21.53,77.4,1,Ground
,electronics,67.0,15.0,0.5,0.1,5.38,54.6,2,Ground
jute,pharmaceuticals,52.0,10.0,0.46,0.08,21.95,43.3,1,Ground
glass,pharmaceuticals,,5.0,0.58,0.35,5.63,96.3,3,Air
plastic,pharmaceuticals,33.0,10.0,,0.61,,39.1,1,Air
glass,food,78.0,17.0,0.4,0.84,2.49,40.1,1,Ground
,cosmetics,88.0,9.0,0.4,0.18,22.07,66.6,2,Ground
glass,electronics,97.0,19.0,0.2,,1.76,80.9,1,Ground
jute,home,31.0,,0.46,0.39,14.1,62.6,,Air
jute,cosmetics,78.0,24.0,0.51,0.51,19.6,69.9,2,
paper,food,60.0,18.0,,0.81,3.36,37.3,1,Air
bagasse,cosmetics,69.0,19.0,0.33,0.55,10.41,47.9,1,Ground
glass,cosmetics,77.0,9.0,,0.85,1.53,19.7,1,Ground
bamboo,,,8.0,0.15,0.52,17.23,68.0,3,Air
paper,pharmaceuticals,72.0,6.0,0.74,0.6,8.03,22.1,3,Ground
glass,pharmaceuticals,84.0,11.0,0.11,0.44,14.21,0.1,2,
glass,electronics,78.0,14.0,0.77,0.82,23.35,93.4,,
paper,electronics,86.0,20.0,0.42,0.92,7.99,30.6,1,Air
jute,,44.0,14.0,0.39,0.64,1.69,19.7,2,
glass,home,56.0,22.0,0.28,0.82,17.05,26.8,3,Air
jute,cosmetics,97.0,21.0,0.11,0.06,19.78,33.0,3,Ground
paper,home,93.0,17.0,0.29,0.91,,,,
jute,cosmetics,59.0,5.0,0.18,0.19,4.37,6.9,,Air
plastic,pharmaceuticals,65.0,5.0,0.56,0.26,10.11,5.3,1,Air
bamboo,electronics,96.0,19.0,,0.05,21.18,29.3,,Air
metal,electronics,78.0,5.0,0.64,0.97,20.27,29.6,,Air
glass,home,84.0,10.0,0.24,0.85,15.81,11.8,2,Air
bagasse,electronics,85.0,17.0,,0.91,7.1,40.5,,Air
,pharmaceuticals,97.0,5.0,0.47,0.85,7.46,28.4,1,Air
metal,home,73.0,9.0,0.18,0.48,3.54,2.6,3,Air
jute,cosmetics,60.0,13.0,0.38,0.92,,88.6,1,Air
glass,electronics,87.0,21.0,0.24,0.97,4.74,88.6,1,Ground
jute,food,82.0,20.0,0.24,0.5,14.54,20.9,2,Ground
plastic,electronics,52.0,12.0,0.45,0.18,,16.3,2,Air
paper,cosmetics,57.0,21.0,0.57,0.66,9.56,54.7,3,Ground
,home,45.0,19.0,0.74,0.98,9.14,63.1,2,Ground
metal,cosmetics,66.0,5.0,0.45,0.87,16.88,95.8,2,Air
metal,food,50.0,16.0,0.78,0.86,10.01,37.7,1,Air
plastic,,46.0,9.0,0.76,0.93,,61.8,3,Ground
plastic,electronics,66.0,,0.71,0.89,10.28,87.8,3,
glass,home,48.0,5.0,,0.78,20.29,45.0,3,Ground
,pharmaceuticals,59.0,5.0,0.2,0.72,,12.2,3,Ground
bagasse,cosmetics,74.0,14.0,0.25,0.26,16.08,37.7,,Air
,home,47.0,14.0,0.55,0.62,19.66,13.7,2,Ground
metal,pharmaceuticals,91.0,7.0,0.4,0.52,,1.7,2,Air
plastic,home,65.0,21.0,0.2,0.86,15.81,75.2,,Air
bamboo,food,,23.0,0.44,0.49,24.71,23.8,3,Ground
plastic,food,48.0,15.0,0.11,0.13,11.24,0.2,2,
bagasse,electronics,73.0,22.0,0.61,0.0,2.12,87.2,,Air
jute,electronics,36.0,6.0,0.15,,23.95,44.4,2,Air
jute,food,73.0,13.0,0.54,0.55,19.93,23.9,3,Ground
bamboo,home,97.0,21.0,0.66,0.33,10.26,26.3,2,Ground
metal,food,63.0,18.0,0.19,,24.57,24.1,3,Air
plastic,electronics,95.0,8.0,0.46,0.47,8.97,19.5,2,Air
jute,food,98.0,21.0,0.65,0.1,9.62,84.1,2,Air
bagasse,,84.0,21.0,0.28,0.34,15.44,17.0,3,Ground
,home,39.0,,0.21,0.38,7.22,56.2,2,Ground
paper,pharmaceuticals,71.0,24.0,0.34,0.47,17.62,7.7,,Air
paper,electronics,,22.0,0.49,0.47,,95.0,1,Ground
paper,,98.0,7.0,0.5,0.26,3.15,60.3,1,Air
metal,food,39.0,15.0,0.19,0.85,13.6,90.3,2,Air
plastic,,39.0,22.0,0.42,0.36,14.11,39.8,3,Ground
bamboo,pharmaceuticals,89.0,8.0,0.29,0.23,3.11,81.1,3,Ground
jute,electronics,80.0,21.0,0.69,0.18,24.12,85.4,1,Air
glass,,50.0,22.0,0.32,0.32,14.55,70.3,1,
bagasse,cosmetics,37.0,9.0,0.69,0.07,4.2,9.3,2,Ground
glass,electronics,94.0,18.0,0.4,0.03,8.13,,1,Air
bagasse,pharmaceuticals,59.0,14.0,0.61,0.61,20.11,16.9,2,Air
metal,cosmetics,,19.0,0.46,0.62,13.32,,2,Air
,cosmetics,38.0,5.0,0.54,0.53,5.11,72.5,2,Ground
paper,food,46.0,20.0,0.38,0.76,3.02,55.7,1,Air
plastic,food,98.0,15.0,0.64,,11.05,52.6,1,Ground
metal,electronics,,24.0,0.4,0.94,8.77,25.3,,Ground
bamboo,cosmetics,86.0,10.0,0.42,0.1,16.57,15.5,1,Ground
,food,91.0,20.0,,0.67,23.17,20.7,2,Ground
metal,pharmaceuticals,81.0,6.0,0.68,0.13,6.57,40.0,3,Air
bagasse,food,90.0,5.0,0.56,0.88,21.45,74.0,1,
jute,,69.0,13.0,0.34,0.51,23.05,25.5,1,
jute,cosmetics,67.0,16.0,0.57,0.08,22.6,69.9,1,Ground
bagasse,cosmetics,72.0,21.0,0.55,0.62,23.83,49.2,3,Ground
bamboo,home,92.0,19.0,0.75,0.01,21.13,88.5,1,
,pharmaceuticals,,23.0,0.69,0.78,15.04,23.3,,Air
bamboo,cosmetics,79.0,14.0,0.55,0.65,10.54,45.1,2,Air
plastic,electronics,62.0,16.0,0.34,0.21,12.55,9.7,2,Air
bamboo,pharmaceuticals,42.0,18.0,0.65,0.37,21.88,33.5,1,
glass,,91.0,13.0,0.5,0.01,7.88,50.7,2,Ground
paper,cosmetics,72.0,17.0,0.79,0.69,4.4,73.3,2,Air
,,78.0,7.0,0.27,0.32,3.95,19.8,2,Ground
bagasse,cosmetics,65.0,,0.16,,20.76,,,Air
paper,food,39.0,14.0,0.15,0.96,19.16,63.2,2,Air
plastic,home,35.0,20.0,0.55,,12.69,38.2,2,Air
,food,86.0,11.0,0.76,0.99,7.23,48.2,2,Ground
paper,cosmetics,30.0,8.0,0.1,0.63,17.1,83.6,2,
bagasse,cosmetics,87.0,24.0,0.61,,1.44,49.9,3,
plastic,food,50.0,15.0,0.56,0.44,14.42,,1,Air
glass,electronics,85.0,20.0,0.61,0.74,10.26,65.7,2,Ground
plastic,electronics,,24.0,0.35,0.45,24.46,80.4,2,Ground
plastic,electronics,,8.0,0.67,0.07,12.94,63.8,1,
bagasse,cosmetics,54.0,21.0,0.13,0.17,14.03,6.5,2,Ground
metal,pharmaceuticals,57.0,17.0,0.63,0.79,17.95,34.2,1,Ground
jute,cosmetics,34.0,15.0,0.29,,12.37,98.9,1,Ground
bamboo,pharmaceuticals,50.0,7.0,0.43,,,,,Air
bamboo,,47.0,13.0,0.68,0.17,13.66,58.7,2,
glass,home,,10.0,0.29,0.84,23.63,84.3,2,Ground
glass,,99.0,15.0,0.23,0.96,10.54,58.7,3,Ground
bamboo,electronics,86.0,20.0,0.58,0.04,17.15,37.2,1,Air
jute,cosmetics,,23.0,0.47,0.08,24.46,8.0,3,Ground
bamboo,food,94.0,9.0,0.46,0.88,,36.2,1,Air
metal,electronics,32.0,18.0,0.28,0.82,16.65,18.2,2,Air
jute,food,71.0,,0.12,0.62,18.53,96.1,3,
glass,home,50.0,7.0,0.39,0.94,23.44,71.5,,
paper,cosmetics,,8.0,0.17,0.65,24.01,74.9,3,Ground
bagasse,cosmetics,96.0,20.0,0.73,0.22,24.24,43.6,2,Ground
,home,54.0,20.0,0.13,0.73,15.83,11.0,,Ground
metal,cosmetics,84.0,8.0,0.4,0.65,9.93,26.7,1,
,pharmaceuticals,81.0,23.0,0.14,0.99,,26.0,3,Ground
glass,food,73.0,21.0,0.17,0.21,9.95,48.7,1,Ground
plastic,electronics,85.0,17.0,0.56,0.6,,46.1,2,Ground
metal,home,84.0,5.0,0.55,0.78,22.3,43.3,3,Ground
plastic,pharmaceuticals,99.0,16.0,0.12,0.34,13.33,49.6,3,Ground
,electronics,95.0,8.0,0.1,0.38,13.66,98.7,2,Ground
bagasse,electronics,48.0,15.0,0.16,0.89,8.07,29.8,,Air
plastic,home,,9.0,0.63,0.4,11.64,61.5,1,Air
jute,pharmaceuticals,92.0,6.0,0.51,0.62,18.0,24.0,1,Air
bamboo,electronics,71.0,21.0,0.13,0.89,10.36,46.7,2,
paper,electronics,71.0,12.0,0.44,,5.11,20.0,2,Ground
glass,pharmaceuticals,88.0,10.0,0.6,0.98,13.75,55.8,3,Ground
jute,cosmetics,49.0,13.0,0.71,0.7,6.02,26.5,,Air
paper,electronics,46.0,17.0,0.75,0.5,24.37,3.7,1,Ground
metal,food,56.0,15.0,0.33,0.43,10.06,81.5,3,Ground
metal,pharmaceuticals,76.0,20.0,0.2,0.95,22.79,12.8,1,Air
,electronics,31.0,20.0,0.27,0.21,6.03,36.8,1,
jute,home,92.0,6.0,0.64,0.31,,47.7,1,Air
jute,food,91.0,14.0,0.78,0.31,15.61,,3,Air
glass,electronics,48.0,16.0,0.43,0.29,,72.6,2,Air
bamboo,food,46.0,12.0,0.31,0.47,14.39,59.7,1,Air
plastic,food,98.0,15.0,0.4,0.99,6.13,29.5,2,Ground
metal,cosmetics,68.0,14.0,0.31,0.89,1.43,5.2,2,
bagasse,food,68.0,17.0,0.28,0.33,15.65,76.8,3,Ground
bamboo,,65.0,21.0,0.52,0.42,3.71,35.3,2,Air
bagasse,pharmaceuticals,69.0,11.0,0.11,0.67,8.91,89.0,,Ground
,cosmetics,74.0,7.0,0.28,0.02,17.06,,,Ground
glass,home,33.0,24.0,0.56,0.82,2.9,71.8,1,Ground
glass,electronics,54.0,17.0,0.12,,3.62,94.0,3,
paper,pharmaceuticals,98.0,23.0,0.16,0.86,,65.1,2,
bagasse,pharmaceuticals,59.0,11.0,0.31,0.38,24.9,41.3,1,Ground
bamboo,home,97.0,13.0,0.71,0.46,9.98,56.7,3,Air
bamboo,cosmetics,58.0,23.0,0.64,0.01,22.69,54.3,1,Air
jute,electronics,97.0,17.0,0.12,0.4,7.69,58.5,3,
jute,cosmetics,80.0,12.0,0.45,0.46,18.95,14.7,1,Ground
metal,food,53.0,,0.29,0.91,5.87,69.9,2,Air
jute,cosmetics,43.0,6.0,0.55,0.89,12.71,14.5,3,Air
glass,pharmaceuticals,98.0,22.0,0.61,0.97,20.7,1.5,1,
bamboo,electronics,47.0,22.0,0.7,0.89,,62.5,2,Air
bagasse,cosmetics,71.0,15.0,0.43,0.01,19.96,,3,Ground
glass,electronics,,5.0,0.8,0.64,20.68,77.0,3,Ground
paper,electronics,41.0,18.0,,,5.68,86.6,2,Air
jute,food,46.0,20.0,0.72,0.27,12.31,94.5,3,Air
glass,food,59.0,15.0,0.5,0.58,12.38,66.4,,Air
glass,pharmaceuticals,52.0,5.0,0.38,0.7,22.32,,1,Ground
paper,home,30.0,11.0,0.36,0.65,7.77,35.2,2,Ground
plastic,electronics,61.0,20.0,0.11,0.05,23.32,49.1,,Air
bamboo,home,38.0,18.0,0.27,0.1,11.54,19.0,3,Air
bagasse,pharmaceuticals,44.0,19.0,0.6,0.13,16.91,34.8,3,Air
metal,electronics,57.0,18.0,,0.09,7.09,71.8,3,
plastic,,53.0,15.0,,0.18,10.55,21.7,,Ground
jute,home,89.0,20.0,0.14,0.69,17.89,26.4,1,Air
glass,cosmetics,64.0,23.0,0.21,0.83,13.06,74.9,1,Air
paper,food,56.0,21.0,0.65,0.41,23.3,17.8,1,Air
paper,cosmetics,49.0,10.0,0.35,0.69,18.56,24.6,2,Ground
bamboo,home,,,,0.2,14.33,1.8,3,Air
plastic,food,78.0,21.0,0.8,0.97,22.22,72.0,3,Air
metal,cosmetics,30.0,13.0,0.65,0.35,16.81,61.8,2,
bamboo,food,39.0,22.0,0.39,,16.36,69.4,2,Air
glass,electronics,,21.0,0.68,0.95,6.54,21.4,3,
bamboo,cosmetics,88.0,16.0,,0.86,10.17,68.7,1,Air
bagasse,food,91.0,,0.65,0.07,17.24,59.6,1,Ground
paper,,47.0,15.0,0.67,0.65,22.35,36.6,2,Air
paper,food,75.0,8.0,0.16,0.12,8.23,43.8,2,
jute,cosmetics,61.0,8.0,0.54,0.01,5.78,56.8,,Air
jute,pharmaceuticals,56.0,7.0,0.1,0.05,15.05,49.3,2,Air
metal,,47.0,21.0,0.13,0.92,2.15,64.2,3,Ground
glass,home,68.0,11.0,0.73,0.91,18.01,18.1,2,Ground
bagasse,cosmetics,78.0,8.0,,0.23,17.73,54.1,1,Air
plastic,food,73.0,17.0,,0.55,9.2,45.0,1,
bamboo,electronics,83.0,16.0,,0.96,22.37,46.1,1,Air
metal,cosmetics,63.0,5.0,0.76,0.5,12.8,,1,Ground
glass,cosmetics,65.0,23.0,0.71,0.39,16.32,88.1,2,Air
jute,,47.0,24.0,0.44,0.48,5.63,81.9,2,Air
bamboo,,67.0,22.0,0.34,0.79,10.72,63.0,3,Ground
jute,electronics,,15.0,0.21,0.48,21.63,,2,Ground
bamboo,home,38.0,24.0,0.38,0.78,5.72,,1,Ground
plastic,,80.0,7.0,,0.43,10.07,74.4,3,Ground
glass,electronics,,,0.49,0.25,8.29,48.6,,
bamboo,electronics,34.0,16.0,0.57,0.33,4.2,31.8,,Air
bagasse,pharmaceuticals,43.0,14.0,0.78,0.08,7.6,14.0,,Air
metal,pharmaceuticals,59.0,12.0,0.61,0.5,6.2,7.5,3,Ground
paper,,33.0,19.0,0.55,0.15,23.13,4.5,3,Air
bagasse,home,68.0,9.0,0.33,0.81,18.66,,1,Ground
bagasse,electronics,93.0,8.0,0.12,0.42,8.24,3.0,1,Ground
metal,food,,24.0,0.3,0.77,19.2,73.3,3,Air
paper,,57.0,,0.64,0.95,1.04,24.9,2,
,home,95.0,8.0,0.24,0.85,13.4,36.9,2,Air
bamboo,food,51.0,19.0,0.6,0.95,6.63,82.3,,Air
bamboo,home,60.0,21.0,,0.57,3.3,11.5,3,Air
bamboo,food,52.0,16.0,0.22,0.17,,83.6,1,Air
paper,cosmetics,77.0,7.0,0.28,,5.38,64.0,1,Air
bagasse,cosmetics,49.0,14.0,0.45,0.87,20.65,34.2,1,Ground
paper,pharmaceuticals,67.0,19.0,0.39,0.86,10.62,11.8,3,Ground
bamboo,food,84.0,14.0,0.64,,0.85,9.1,2,Ground
metal,pharmaceuticals,,,0.61,0.62,18.45,33.6,,Air
bagasse,food,30.0,5.0,0.5,0.01,15.11,14.0,3,Air
bagasse,pharmaceuticals,36.0,7.0,0.68,0.75,,26.8,1,
jute,cosmetics,86.0,16.0,0.49,0.09,7.4,5.3,1,Air
jute,home,41.0,5.0,0.78,0.26,2.31,59.5,2,
plastic,pharmaceuticals,34.0,7.0,0.25,0.55,,14.5,,Ground
glass,food,79.0,7.0,0.6,0.45,12.6,75.7,1,
jute,food,71.0,9.0,0.36,0.02,2.6,21.8,,Air
paper,cosmetics,41.0,23.0,,0.82,21.78,79.8,2,Air
jute,,47.0,5.0,0.23,0.88,7.33,19.0,1,Ground
plastic,electronics,,8.0,,0.68,5.49,72.1,,Ground
,home,46.0,8.0,0.25,0.54,7.38,33.3,1,Air
plastic,pharmaceuticals,97.0,,0.24,0.96,14.33,58.3,3,Ground
bagasse,home,91.0,18.0,,0.12,,3.9,1,Air
,cosmetics,70.0,22.0,0.66,0.74,12.3,49.5,3,Ground
metal,pharmaceuticals,63.0,,0.62,0.13,22.45,14.9,3,Ground
bagasse,pharmaceuticals,99.0,20.0,0.66,0.38,5.11,,3,Air
glass,electronics,74.0,7.0,0.78,0.59,8.61,14.1,1,Air
jute,cosmetics,87.0,,0.5,,10.2,43.7,1,Air
paper,food,,8.0,0.25,0.0,14.86,11.1,2,Air
,electronics,63.0,9.0,0.7,0.26,23.02,22.0,1,Air
bamboo,electronics,73.0,15.0,0.62,,10.17,59.5,3,Air
bagasse,home,44.0,,0.39,0.53,2.19,97.7,2,Air
paper,home,99.0,7.0,0.43,,9.02,44.9,1,Ground
glass,home,79.0,10.0,0.39,0.3,5.16,68.7,3,
bagasse,electronics,61.0,15.0,0.75,0.54,16.47,53.9,3,Air
glass,food,96.0,13.0,0.34,0.19,1.22,49.8,,Air
,pharmaceuticals,32.0,19.0,0.77,0.19,7.65,6.5,2,
paper,,80.0,7.0,0.74,0.58,13.86,14.4,2,Ground
bamboo,food,96.0,5.0,,0.69,7.29,88.3,,Ground
paper,cosmetics,77.0,24.0,0.51,0.12,14.0,41.0,1,
bagasse,home,46.0,23.0,0.36,0.12,3.31,61.4,,Air
,pharmaceuticals,36.0,18.0,0.11,0.57,23.6,52.8,,Ground
bagasse,cosmetics,42.0,21.0,0.19,0.27,7.63,37.9,1,Ground
bagasse,cosmetics,95.0,,0.63,0.39,23.11,38.8,1,
bamboo,pharmaceuticals,33.0,21.0,0.43,0.4,8.48,55.5,1,Ground
bamboo,home,39.0,18.0,0.2,0.18,19.66,14.1,1,Air
paper,electronics,46.0,16.0,0.28,0.0,6.53,,1,Ground
plastic,pharmaceuticals,81.0,20.0,0.76,0.85,16.91,44.7,2,Ground
plastic,pharmaceuticals,35.0,5.0,0.36,,8.43,98.5,2,Air
bamboo,pharmaceuticals,98.0,17.0,0.74,,12.97,35.1,,Air
paper,,38.0,,0.31,0.55,,64.5,1,Air
plastic,food,50.0,21.0,0.48,0.7,14.93,13.7,3,Air
paper,electronics,53.0,16.0,0.11,0.94,,6.5,2,Air
paper,home,33.0,23.0,0.47,0.67,2.11,,1,
,home,53.0,10.0,0.55,0.27,6.6,73.1,,Ground
jute,,88.0,11.0,0.26,0.57,14.51,31.7,2,Ground
bagasse,pharmaceuticals,32.0,5.0,0.51,0.44,,50.5,2,Ground
paper,electronics,97.0,5.0,0.55,0.56,,13.6,3,Ground
jute,home,69.0,9.0,0.58,0.52,,70.7,2,
bamboo,home,77.0,10.0,0.64,0.86,6.62,7.0,3,Ground
plastic,pharmaceuticals,83.0,20.0,0.32,0.65,13.62,75.7,,Ground
bagasse,food,64.0,,0.5,0.19,,54.7,,Air
metal,electronics,,18.0,,0.06,22.77,27.9,3,Air
plastic,food,69.0,5.0,0.73,0.42,9.96,86.3,1,Air
bagasse,food,97.0,17.0,0.77,0.02,23.2,98.6,1,Air
metal,electronics,,24.0,0.37,0.32,16.47,25.4,3,Ground
,electronics,42.0,14.0,0.65,0.37,22.86,80.6,,Ground
bagasse,home,56.0,14.0,0.53,,20.92,75.0,3,Air
plastic,home,35.0,13.0,0.16,0.98,17.35,,,
plastic,electronics,46.0,17.0,0.68,,9.22,95.7,,Air
metal,cosmetics,65.0,,0.57,,6.41,48.7,2,Ground
plastic,home,31.0,22.0,0.24,0.13,5.95,67.4,1,Ground
plastic,,81.0,24.0,0.16,0.51,23.83,,,Ground
metal,electronics,,6.0,0.69,0.15,23.99,48.0,2,Air
bamboo,home,81.0,21.0,0.16,0.62,18.26,48.1,1,Ground
paper,food,72.0,23.0,0.16,0.16,22.15,31.9,1,Air
glass,electronics,51.0,17.0,,0.58,23.02,78.1,2,
,pharmaceuticals,84.0,17.0,0.19,0.83,13.03,68.6,3,Air
glass,cosmetics,,5.0,0.74,0.04,15.91,45.1,,Ground
glass,electronics,89.0,6.0,0.43,0.42,10.76,41.9,3,Air
bagasse,electronics,87.0,5.0,0.5,0.46,10.75,7.3,1,Ground
paper,,41.0,9.0,0.75,,1.44,,2,Air
bagasse,home,98.0,7.0,0.47,0.47,11.13,52.9,3,Ground
paper,home,68.0,11.0,0.35,0.57,17.0,41.7,1,Ground
metal,pharmaceuticals,42.0,17.0,0.66,0.79,10.84,79.6,,Air
metal,home,70.0,,0.41,0.56,21.87,54.3,3,Air
paper,electronics,86.0,11.0,0.32,0.36,8.65,93.7,2,
plastic,,82.0,5.0,0.61,0.09,3.75,19.6,,Air
bamboo,food,,9.0,0.66,0.73,20.38,99.0,3,
,home,42.0,21.0,0.65,0.87,17.01,,,Air
bamboo,pharmaceuticals,86.0,12.0,0.78,0.97,6.42,64.2,1,Ground
bagasse,food,69.0,19.0,0.65,0.93,13.64,50.2,3,Air
bamboo,electronics,,24.0,0.64,0.8,10.35,36.0,1,Air
bagasse,electronics,64.0,8.0,0.7,0.64,23.5,13.9,1,Ground
metal,cosmetics,32.0,6.0,0.1,0.78,15.38,,1,Air
glass,food,34.0,9.0,0.35,0.43,4.38,71.2,,Air
metal,cosmetics,40.0,5.0,0.62,0.59,12.8,37.8,2,
metal,food,85.0,9.0,0.52,0.35,21.63,96.1,1,Ground
glass,food,39.0,,,0.33,16.95,32.6,1,Air
bamboo,pharmaceuticals,63.0,6.0,0.31,0.76,21.14,98.4,,Air
bamboo,cosmetics,96.0,5.0,0.34,0.45,6.63,20.5,,Ground
bagasse,,60.0,,,0.21,22.26,10.3,2,Air
plastic,food,95.0,11.0,,0.2,,31.3,3,
bagasse,electronics,99.0,5.0,0.75,0.86,18.36,88.6,3,Ground
plastic,food,70.0,5.0,0.63,0.68,8.99,52.2,1,
metal,pharmaceuticals,92.0,12.0,0.69,0.55,22.25,13.6,2,Ground
,cosmetics,61.0,24.0,0.43,0.4,16.13,20.2,,Ground
metal,cosmetics,49.0,20.0,0.37,0.43,21.37,31.1,,Ground
paper,pharmaceuticals,86.0,17.0,0.37,0.06,9.34,59.0,1,Ground
bamboo,cosmetics,79.0,22.0,0.53,,4.07,33.2,1,Ground
plastic,home,54.0,24.0,0.19,0.8,8.64,74.7,1,Air
bagasse,electronics,41.0,14.0,0.51,0.39,11.65,,2,Ground
glass,electronics,68.0,16.0,0.57,0.38,13.57,87.4,3,Air
plastic,electronics,46.0,5.0,0.41,0.02,13.01,,1,Ground
bagasse,cosmetics,74.0,14.0,0.77,0.46,13.88,33.1,3,Ground
bamboo,,40.0,13.0,0.53,,21.12,99.6,3,
metal,food,99.0,7.0,0.25,0.57,4.67,35.6,3,Ground
bamboo,food,52.0,23.0,0.44,0.51,8.24,42.9,,Ground
jute,electronics,99.0,13.0,0.57,0.84,22.27,80.9,2,Air
paper,home,67.0,,0.33,0.58,14.23,8.9,2,Air
jute,food,31.0,23.0,0.16,0.32,14.79,38.6,3,
glass,food,66.0,20.0,0.51,0.52,12.21,8.6,3,Ground
plastic,,78.0,22.0,0.76,0.7,13.95,13.9,,Ground
glass,home,81.0,,0.44,0.09,5.35,0.5,3,
metal,electronics,,7.0,0.73,0.62,13.9,1.0,1,Ground
bagasse,food,51.0,6.0,0.68,0.92,24.93,38.0,1,Ground
bamboo,home,34.0,5.0,0.2,,14.37,80.9,1,Air
,home,47.0,22.0,0.6,0.63,1.59,58.7,,Ground
jute,electronics,67.0,13.0,0.4,0.82,20.01,63.5,,Air
metal,home,66.0,17.0,,0.51,10.21,51.9,1,Air
,home,93.0,6.0,0.58,0.72,4.27,82.0,,Ground
metal,home,39.0,11.0,0.62,0.31,21.63,88.0,3,Air
glass,food,71.0,20.0,0.23,0.31,5.35,,3,Air
bamboo,electronics,77.0,23.0,0.74,0.67,23.06,81.2,1,Ground
plastic,home,73.0,19.0,0.63,0.71,11.32,18.3,1,Ground
bagasse,home,45.0,15.0,0.75,0.94,18.7,59.4,2,Air
plastic,food,83.0,5.0,0.32,0.22,13.9,58.2,3,
glass,,64.0,11.0,0.76,0.47,6.79,52.8,3,Air
bagasse,cosmetics,,24.0,0.36,0.25,16.94,48.1,3,
jute,food,31.0,12.0,0.14,0.08,23.97,8.9,,Ground
paper,electronics,42.0,14.0,0.63,,19.36,10.2,1,Air
glass,,70.0,9.0,0.59,0.37,15.3,90.2,3,Air
glass,,88.0,13.0,0.52,0.27,24.77,,2,Air
bamboo,electronics,98.0,5.0,0.44,0.3,7.0,26.2,1,Air
plastic,electronics,82.0,6.0,0.12,0.36,2.03,27.9,1,Ground
glass,cosmetics,74.0,23.0,0.54,0.99,1.29,61.0,3,Air
glass,,,18.0,0.39,0.78,,40.7,3,Air
jute,cosmetics,53.0,24.0,0.49,0.07,20.84,44.1,1,Ground
jute,home,90.0,14.0,0.4,0.87,16.06,6.1,1,Air
bagasse,cosmetics,87.0,13.0,0.78,0.63,22.67,13.9,1,Ground
metal,home,56.0,14.0,0.52,0.89,17.6,39.3,,Air
metal,home,55.0,,0.62,0.34,9.59,70.0,3,Ground
paper,cosmetics,36.0,21.0,0.76,0.46,4.94,4.8,,Ground
metal,food,71.0,10.0,0.51,0.9,23.15,33.5,3,Ground
bamboo,pharmaceuticals,76.0,8.0,,0.27,3.04,69.5,2,Air
paper,electronics,82.0,24.0,0.12,0.92,13.8,79.2,1,Air
bagasse,pharmaceuticals,88.0,7.0,0.59,0.83,8.19,,2,Air
jute,electronics,67.0,23.0,0.3,0.98,7.15,73.1,1,Air
metal,electronics,98.0,22.0,0.51,0.32,16.32,95.5,1,Air
plastic,home,82.0,8.0,0.24,0.24,6.17,90.7,1,Ground
jute,electronics,44.0,12.0,0.29,0.33,22.95,78.9,3,Ground
,electronics,55.0,21.0,0.45,0.95,10.45,71.2,2,Ground
jute,,77.0,9.0,0.78,0.33,17.1,23.5,2,Air
bamboo,pharmaceuticals,48.0,17.0,0.53,0.57,,63.4,2,Ground
