product_id,product_name,product_category,product_subcategory,product_weight_g,volume_cm3,fragility_level,temperature_sensitivity,hazard_level,material_type,price_inr
P001900,Lakme 9to5 Lipstick,Cosmetics,Haircare,389.0,532.0,Medium,Medium,Low,Recycled Paper,
P001901,Profound methodical parallelism,Apparel,Topwear,293.0,1431.0,Low,Low,Low,PHBV Bioplastic,
P001902,Dell Inspiron 15,Electronics,Audio Device,696.0,1082.0,Medium,Low,Low,Rice Husk Composite,
P001903,Pre-emptive eco-centric installation,Pharmaceuticals,OTC Medicine,179.0,123.0,High,Medium,Medium,Tinplate,
P001904,Cross-group solution-oriented contingency,Pharmaceuticals,OTC Medicine,181.0,206.0,High,Medium,Medium,Cotton Fiber,
P001905,Kissan Mixed Fruit Jam,Food,Dairy,953.0,1105.0,Low,High,Low,Recycled Paper,
P001906,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,168.0,299.0,High,Medium,Low,Kraft Paper,
P001907,Progressive clear-thinking task-force,Household Goods,Cleaning Supply,604.0,1115.0,High,Low,Medium,Seaweed Film,
P001908,Focused 24/7 methodology,Pharmaceuticals,OTC Medicine,120.0,245.0,High,Medium,Medium,PVC Plastic,
P001909,Maggi Noodles Pack,Food,Canned Food,403.0,315.0,Medium,Medium,Low,PP Plastic,
P001910,Lakme 9to5 Lipstick,Cosmetics,Cream,158.0,294.0,High,Medium,Low,Tinplate,
P001911,Kissan Mixed Fruit Jam,Food,Dairy,1008.0,1043.0,Low,High,Low,Paperboard,
P001912,Maggi Noodles Pack,Food,Canned Food,380.0,361.0,Medium,Medium,Low,Jute Fiber,
P001913,Sony WH-1000XM5 Headphones,Electronics,Charger,,551.0,Medium,Medium,Low,EVOH Film,
P001914,Multi-lateral directional structure,Apparel,Topwear,246.0,1268.0,Low,Low,Low,Kraft Paper,
P001915,Customizable 3rdgeneration flexibility,Apparel,Topwear,188.0,1722.0,Low,Low,Low,Greaseproof Paper,
P001916,Polarized modular structure,Pharmaceuticals,OTC Medicine,186.0,206.0,High,Medium,Medium,Glass (Soda-lime),
P001917,Enhanced human-resource data-warehouse,Pharmaceuticals,Liquid Medicine,377.0,389.0,High,High,Medium,Tinplate,
P001918,Triple-buffered bandwidth-monitored initiative,Apparel,Topwear,249.0,1214.0,Low,Low,Low,Coconut Husk Fiber,
P001919,Realigned mission-critical core,Pharmaceuticals,Liquid Medicine,218.0,385.0,High,High,Medium,Palm Fiber,
P001920,Maybelline Mascara,Cosmetics,Cream,137.0,255.0,High,Medium,Low,PET Plastic,
P001921,Maybelline Mascara,Cosmetics,Haircare,453.0,437.0,Medium,Medium,Low,Tinplate,
P001922,Multi-tiered dimcrete methodology,Household Goods,Cleaning Supply,754.0,724.0,High,Low,Medium,Stainless Steel,
P001923,Balanced homogeneous product,Apparel,Bottomwear,867.0,2383.0,Low,Low,Low,HDPE Plastic,
P001924,Fully-configurable neutral complexity,Pharmaceuticals,Liquid Medicine,282.0,294.0,High,High,Medium,Coconut Husk Fiber,
P001925,Re-contextualized actuating productivity,Apparel,Bottomwear,999.0,3354.0,Low,Low,Low,Corrugated Paper,
P001926,Object-based homogeneous initiative,Apparel,Bottomwear,836.0,3351.0,Low,Low,Low,PHA Bioplastic,
P001927,Samsung Galaxy S21,Electronics,Audio Device,899.0,1310.0,Medium,Low,Low,PVC Plastic,
P001928,Sony WH-1000XM5 Headphones,Electronics,Audio Device,613.0,1137.0,Medium,Low,Low,PVC Plastic,
P001929,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,553.0,675.0,Medium,Medium,Low,PS Plastic,
P001930,Advanced system-worthy superstructure,Household Goods,Cleaning Supply,846.0,1008.0,Low,Low,Medium,Coconut Husk Fiber,
P001931,Right-sized secondary approach,Household Goods,Cleaning Supply,814.0,1348.0,Low,Low,Medium,PBAT Bioplastic,
P001932,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,375.0,381.0,Medium,Medium,Low,EVOH Film,
P001933,Lakme 9to5 Lipstick,Cosmetics,Cream,142.0,198.0,High,Medium,Low,Glass (Soda-lime),
P001934,Profound contextually-based secured line,Household Goods,Cleaning Supply,988.0,1370.0,Low,Low,Medium,PET Plastic,
P001935,Integrated zero administration methodology,Pharmaceuticals,OTC Medicine,133.0,230.0,High,Medium,Medium,Glass (Soda-lime),
P001936,Pond’s BB Cream,Cosmetics,Cream,135.0,193.0,High,Medium,Low,Paperboard,
P001937,Sony WH-1000XM5 Headphones,Electronics,Charger,285.0,288.0,Medium,Medium,Low,PS Plastic,
P001938,Nestle Milkmaid,Food,Canned Food,375.0,353.0,Medium,Medium,Low,AirCarbon,
P001939,Canon EOS 1500D DSLR,Electronics,Mobile Device,196.0,209.0,High,Medium,Low,Bamboo Pulp,
P001940,Nestle Milkmaid,Food,Dairy,942.0,1091.0,Low,High,Low,Glass (Borosilicate),
P001941,Fortune Soya Oil 1L,Food,Dairy,901.0,1004.0,Low,High,Low,Glass (Borosilicate),
P001942,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,442.0,355.0,Medium,Medium,Low,LDPE Plastic,
P001943,Synergistic explicit time-frame,Pharmaceuticals,Liquid Medicine,270.0,362.0,High,High,Medium,Paperboard,
P001944,Logitech MX Master 3 Mouse,Electronics,Mobile Device,212.0,231.0,High,Medium,Low,PP Plastic,
P001945,Amul Butter 500g,Food,Canned Food,366.0,317.0,Medium,Medium,Low,Greaseproof Paper,
P001946,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,738.0,1240.0,Medium,Low,Low,Glass (Borosilicate),
P001947,Cross-platform object-oriented synergy,Apparel,Topwear,208.0,2332.0,Low,Low,Low,Notpla (Seaweed-based),
P001948,Aashirvaad Atta 5kg,Food,Dairy,904.0,933.0,Low,High,Low,Cellulose Acetate,
P001949,L'Oréal Paris Shampoo 175ml,Cosmetics,Cream,190.0,270.0,High,Medium,Low,Tinplate,
P001950,Cross-group bifurcated structure,Apparel,Topwear,219.0,1611.0,Low,Low,Low,PLA Bioplastic,
P001951,Maybelline Mascara,Cosmetics,Haircare,505.0,483.0,Medium,Medium,Low,PHBV Bioplastic,
P001952,Centralized dedicated productivity,Apparel,Topwear,280.0,1624.0,Low,Low,Low,PVC Plastic,
P001953,Pond’s BB Cream,Cosmetics,Cream,206.0,243.0,High,Medium,Low,Palm Fiber,
P001954,Tata Salt 1kg,Food,Canned Food,368.0,371.0,Medium,Medium,Low,Rice Husk Composite,
P001955,Logitech MX Master 3 Mouse,Electronics,Mobile Device,195.0,266.0,High,Medium,Low,PP Plastic,
P001956,Total demand-driven project,Household Goods,Cleaning Supply,709.0,1158.0,High,Low,Medium,PET Plastic,
P001957,Nestle Milkmaid,Food,Canned Food,412.0,309.0,Medium,Medium,Low,AirCarbon,
P001958,Amul Butter 500g,Food,Snack,45.0,106.0,Low,Low,Low,Cotton Fiber,
P001959,Centralized real-time migration,Apparel,Topwear,215.0,1724.0,Low,Low,Low,PVC Plastic,
P001960,Stand-alone local workforce,Pharmaceuticals,Liquid Medicine,222.0,423.0,High,High,Medium,Edible Films,
P001961,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,352.0,512.0,Medium,Medium,Low,Newsprint,
P001962,Apple iPad 9th Gen,Electronics,Audio Device,528.0,1276.0,Medium,Low,Low,Glass (Soda-lime),
P001963,Polarized dedicated open system,Pharmaceuticals,OTC Medicine,89.0,146.0,High,Medium,Medium,Glass (Soda-lime),
P001964,Persistent 4thgeneration standardization,Apparel,Bottomwear,807.0,2491.0,Low,Low,Low,Palm Fiber,
P001965,Configurable bandwidth-monitored infrastructure,Apparel,Bottomwear,899.0,3280.0,Low,Low,Low,Cellulose Acetate,
P001966,Enterprise-wide leadingedge interface,Pharmaceuticals,Liquid Medicine,364.0,426.0,High,High,Medium,AirCarbon,
P001967,Pfnd’s BB Cream,Cosmetics,Cream,153.0,211.0,High,Medium,Low,Hemp Fiber,
P001968,Nestle Milkmaid,Food,Canned Food,404.0,316.0,Medium,Medium,Low,PBAT Bioplastic,
P001969,Seamless composite forecast,Apparel,Bottomwear,723.0,2382.0,Low,Low,Low,Kraft Paper,
P001970,Tata Salt 1kg,Food,Canned Food,352.0,390.0,Medium,Medium,Low,Tinplate,
P001971,Canon EOS 1500D DSLR,Electronics,Audio Device,794.0,1166.0,Medium,Low,Low,Paperboard,
P001972,Maggi Noodles Pack,Food,Canned Food,425.0,368.0,Medium,Medium,Low,Sugarcane Bagasse,
P001973,Xiaomi Mi Power Bank 20000mAh,Electronics,Charger,250.0,437.0,Medium,Medium,Low,Rice Husk Composite,
P001974,Synchronized analyzing utilization,Pharmaceuticals,OTC Medicine,136.0,206.0,High,Medium,Medium,PHA Bioplastic,
P001975,Down-sized reciprocal algorithm,Household Goods,Cleaning Supply,900.0,843.0,High,Low,Medium,PHA Bioplastic,
P001976,Fully-configurable non-volatile extranet,Pharmaceuticals,OTC Medicine,198.0,110.0,High,Medium,Medium,Newsprint,
P001977,TP-Link Wireless Router,Electronics,Charger,320.0,584.0,Medium,Medium,Low,Cellulose Acetate,
P001978,Synergistic client-server policy,Apparel,Topwear,255.0,1792.0,Low,Low,Low,Sugarcane Bagasse,
P001979,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,168.0,226.0,High,Medium,Low,PP Plastic,
P001980,Apple iPad 9th Gen,Electronics,Mobile Device,171.0,267.0,High,Medium,Low,Stainless Steel,
P001981,User-centric leadingedge methodology,Household Goods,Cleaning Supply,703.0,885.0,High,Low,Medium,Jute Fiber,
P001982,Kissan Mixed Fruit Jam,Food,Snack,74.0,142.0,Low,Low,Low,PVC Plastic,
P001983,Ameliorated multi-state functionalities,Apparel,Topwear,251.0,2479.0,Low,Low,Low,PET Plastic,
P001984,L'Oréal Paris phampoo 175ml,Cosmetics,Cream,154.0,281.0,High,Medium,Low,Aluminum Foil,
P001985,Ergonomic regional data-warehouse,Apparel,Topwear,259.0,1630.0,Low,Low,Low,Coir Fiber,
P001986,Digitized web-enabled hub,Household Goods,Cleaning Supply,703.0,761.0,High,Low,Medium,Coconut Husk Fiber,
P001987,Organic zero-defect model,Household Goods,Cleaning Supply,959.0,1141.0,Low,Low,Medium,Edible Films,
P001988,Fortune Soya Oil 1L,Food,Dairy,1066.0,1083.0,Low,High,Low,Rice Husk Composite,
P001989,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,190.0,276.0,High,Medium,Low,Edible Films,
P001990,L'Oréal Paris Shampoo 175ml,Cosmetics,Cream,138.0,294.0,High,Medium,Low,Jute Fiber,
P001991,Exclusive discrete functionalities,Household Goods,Cleaning Supply,687.0,1092.0,High,Low,Medium,PET Plastic,
P001992,Tata Salt 1kg,Food,Snack,72.0,142.0,Low,Low,Low,Kraft Paper,
P001993,TP-Link Wireless Router,Electronics,Mobile Device,175.0,263.0,High,Medium,Low,Corrugated Paper,
P001994,Lakme 9to5 Lipstick,Cosmetics,Haircare,379.0,590.0,Medium,Medium,Low,Coir Fiber,
P001995,Sunfeast Dark Fantasy Choco Fills,Food,Snack,40.0,101.0,Low,Low,Low,Tinplate,
P001996,Fortune Soya Oil 1L,Food,Snack,75.0,108.0,Low,Low,Low,Edible Films,
P001997,Dove Body Lotion 250ml,Cosmetics,Haircare,475.0,513.0,Medium,Medium,Low,Glass (Borosilicate),
P001998,De-engineered grid-enabled knowledgebase,Pharmaceuticals,OTC Medicine,94.0,105.0,High,Medium,Medium,Edible Films,
P001999,Pond’s BB Cream,Cosmetics,Haircare,430.0,467.0,Medium,Medium,Low,LDPE Plastic,
P002000,Team-oriented real-time interface,Pharmaceuticals,Liquid Medicine,361.0,422.0,High,High,Medium,Seaweed Film,
P002001,Nestle Milkmaid,Food,Snack,41.0,110.0,Low,Low,Low,AirCarbon,
P002002,Sony WH-1000XM5 Headphones,Electronics,Charger,277.0,507.0,Medium,Medium,Low,PP Plastic,
P002003,Amul Butter 500g,Food,Canned Food,368.0,311.0,Medium,Medium,Low,Jute Fiber,
P002004,Innovative logistical protocol,Apparel,Topwear,214.0,1701.0,Low,Low,Low,Rice Husk Composite,
P002005,Business-focused encompassing circuit,Pharmaceuticals,OTC Medicine,141.0,132.0,High,Medium,Medium,LDPE Plastic,
P002006,Nivea Men Face Wash,Cosmetics,Cream,162.0,258.0,High,Medium,Low,Edible Films,
P002007,Maggi Noodles Pack,Food,Snack,45.0,146.0,Low,Low,Low,Corrugated Paper,
P002008,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,165.0,168.0,High,Medium,Low,PHA Bioplastic,
P002009,Versatile radical toolset,Pharmaceuticals,Liquid Medicine,236.0,257.0,High,High,Medium,PHBV Bioplastic,
P002010,Centralized real-time orchestration,Household Goods,Cleaning Supply,1094.0,1339.0,Low,Low,Medium,Paperboard,
P002011,Innovative motivating system engine,Pharmaceuticals,Liquid Medicine,331.0,261.0,High,High,Medium,Cellulose Acetate,
P002012,Sony WH-1000XM5 Headphones,Electronics,Charger,268.0,501.0,Medium,Medium,Low,EVOH Film,
P002013,Customizable incremental initiative,Apparel,Bottomwear,778.0,2580.0,Low,Low,Low,Coconut Husk Fiber,
P002014,Organic eco-centric throughput,Household Goods,Cleaning Supply,,1101.0,Low,Low,Medium,Corrugated Paper,
P002015,Dell Inspiron 15,Electronics,Charger,264.0,317.0,Medium,Medium,Low,Aluminum Foil,
P002016,Lakme 9to5 Lipstick,Cosmetics,Haircare,531.0,486.0,Medium,Medium,Low,Aluminum Foil,
P002017,Pond’s BB Cream,Cosmetics,Cream,221.0,157.0,High,Medium,Low,Recycled Paper,
P002018,Visionary 6thgeneration workforce,Household Goods,Cleaning Supply,790.0,1017.0,High,Low,Medium,PET Plastic,
P002019,Reverse-engineered directional product,Household Goods,Cleaning Supply,1057.0,1231.0,Low,Low,Medium,Bamboo Pulp,
P002020,Logitech MX Master 3 Mouse,Electronics,Audio Device,845.0,975.0,Medium,Low,Low,Tinplate,
P002021,Aashirvaad Atta 5kg,Food,Canned Food,0.0,414.0,Medium,Medium,Low,Paperboard,
P002022,Networked regional Internet solution,Apparel,Topwear,219.0,1683.0,Low,Low,Low,Paperboard,
P002023,Dell Inspiron 15,Electronics,Charger,201.0,504.0,Medium,Medium,Low,Edible Films,
P002024,Front-line clear-thinking Local Area Network,Household Goods,Cleaning Supply,869.0,933.0,Low,Low,Medium,Hemp Fiber,
P002025,Lakme 9to5 Lipstick,Cosmetics,Haircare,405.0,490.0,Medium,Medium,Low,Wheat Straw,
P002026,Newtle Milkmaid,Food,Dairy,988.0,953.0,Low,High,Low,Seaweed Film,
P002027,Samsung Galaxy S21,Electronics,Charger,195.0,274.0,Medium,Medium,Low,Notpla (Seaweed-based),
P002028,Maybelline Mascara,Cosmetics,Haircare,394.0,534.0,Medium,Medium,Low,PHBV Bioplastic,
P002029,Sunfeast Dark Fantasy Choco Fills,Food,Dairy,987.0,976.0,Low,High,Low,Newsprint,
P002030,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,643.0,1131.0,Medium,Low,Low,Aluminum Foil,
P002031,Public-key systemic flexibility,Apparel,Topwear,234.0,1755.0,Low,Low,Low,Seaweed Film,
P002032,Nivea Men Face Wash,Cosmetics,Cream,129.0,188.0,High,Medium,Low,Recycled Paper,
P002033,Devolved tangible initiative,Pharmaceuticals,OTC Medicine,196.0,250.0,High,Medium,Medium,PHA Bioplastic,
P002034,Persevering bandwidth-monitored success,Household Goods,Cleaning Supply,1038.0,1058.0,Low,Low,Medium,Corrugated Paper,
P002035,Horizontal interactive Graphic Interface,Household Goods,Cleaning Supply,877.0,1345.0,Low,Low,Medium,PP Plastic,
P002036,Upgradable well-modulated toolset,Pharmaceuticals,OTC Medicine,127.0,219.0,High,Medium,Medium,Greaseproof Paper,
P002037,Grass-roots web-enabled implementation,Household Goods,Cleaning Supply,848.0,1098.0,High,Low,Medium,HDPE Plastic,
P002038,Tata Salt 1kg,Food,Dairy,916.0,1137.0,Low,High,Low,PBAT Bioplastic,
P002039,Streamlined well-modulated time-frame,Pharmaceuticals,OTC Medicine,129.0,212.0,High,Medium,Medium,EVOH Film,
P002040,Fortune Soya Oil 1L,Food,Canned Food,390.0,418.0,Medium,Medium,Low,EVOH Film,
P002041,Nestle Milkmaid,Food,Dairy,915.0,926.0,Low,High,Low,Palm Fiber,
P002042,Amul Butter 500g,Food,Canned Food,446.0,362.0,Medium,Medium,Low,Glass (Borosilicate),
P002043,Dell Inspiron 15,Electronics,Audio Device,789.0,966.0,Medium,Low,Low,AirCarbon,
P002044,Pond’s BB Cream,Cosmetics,Haircare,496.0,605.0,Medium,Medium,Low,Recycled Paper,
P002045,Fundamental empowering archive,Apparel,Topwear,210.0,2456.0,Low,Low,Low,EVOH Film,
P002046,Assimilated web-enabled datalwarehouse,Pharmaceuticals,OTC Medicine,143.0,122.0,High,Medium,Medium,Corrugated Paper,
P002047,Grass-roots executive database,Household Goods,Cleaning Supply,,1237.0,Low,Low,Medium,Corrugated Paper,
P002048,Maybelline Mascara,Cosmetics,Cream,162.0,165.0,High,Medium,Low,Stainless Steel,
P002049,Nivea Men Face Wash,Cosmetics,Cream,226.0,174.0,High,Medium,Low,Wheat Straw,
P002050,Open-source well-modulated open architecture,Pharmaceuticals,Liquid Medicine,251.0,262.0,High,High,Medium,PHA Bioplastic,99999.0
P002051,Dell Inspiron 15,Electronics,Charger,187.0,351.0,Medium,Medium,Low,Greaseproof Paper,
P002052,Secured radical encoding,Apparel,Topwear,257.0,1344.0,Low,Low,Low,PHBV Bioplastic,
P002053,Aashirvaad Atta 5kg,Food,Dairy,942.0,938.0,Low,High,Low,Palm Fiber,
P002054,Customer-focused demand-driven help-desk,Apparel,Bottomwear,781.0,2922.0,Low,Low,Low,Coconut Husk Fiber,
P002055,Logitech MX Master 3 Mouse,Electronics,Charger,0.0,341.0,Medium,Medium,Low,Jute Fiber,
P002056,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,414.0,581.0,Medium,Medium,Low,Recycled Paper,
P002057,Multi-tiered multi-state artificial intelligence,Household Goods,Cleaning Supply,1199.0,1310.0,Low,Low,Medium,Aluminum Foil,
P002058,Pond’s BB Cream,Cosmetics,Haircare,592.0,638.0,Medium,Medium,Low,PLA Bioplastic,
P002059,Multi-channeled clear-thinking analyzer,Pharmaceuticals,Liquid Medicine,277.0,402.0,High,High,Medium,Seaweed Film,
P002060,L'Oréal Paris Shampoo 175ml,Cosmetics,Haircare,393.0,586.0,Medium,Medium,Low,Paperboard,
P002061,L'Oréal Paris Shampoo 175ml,Cosmetics,Cream,196.0,183.0,High,Medium,Low,PHBV Bioplastic,
P002062,Synchronized non-volatile ability,Pharmaceuticals,OTC Medicine,143.0,248.0,High,Medium,Medium,Hemp Fiber,
P002063,Customizable multi-tasking alliance,Apparel,Bottomwear,803.0,3467.0,Low,Low,Low,PLA Bioplastic,
P002064,Amul Butmer 500g,Food,Snack,42.0,112.0,Low,Low,Low,Jute Fiber,
P002065,Tata Salt 1kg,Food,Snack,45.0,114.0,Low,Low,Low,PET Plastic,
P002066,Organized national frame,Apparel,Topwear,252.0,1294.0,Low,Low,Low,PET Plastic,
P002067,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,369.0,374.0,Medium,Medium,Low,PVC Plastic,
P002068,TPkLink Wireless Router,Electronics,Mobile Device,163.0,235.0,High,Medium,Low,PLA Bioplastic,
P002069,Apple iPad 9th Gen,Electronics,Audio Device,449.0,1380.0,Medium,Low,Low,LDPE Plastic,
P002070,Persistent global alliance,Household Goods,Cleaning Supply,876.0,1180.0,High,Low,Medium,Greaseproof Paper,
P002071,Canon EOS 1500D DSLR,Electronics,Mobile Device,185.0,255.0,High,Medium,Low,Mushroom Packaging,
P002072,Apple iPad 9th Gen,Electronics,Audio Device,493.0,1228.0,Medium,Low,Low,Newsprint,
P002073,TP-Link Wireless Router,Electronics,Mobile Device,165.0,191.0,High,Medium,Low,Bamboo Pulp,
P002074,Total multi-state core,Pharmaceuticals,OTC Medicine,181.0,240.0,High,Medium,Medium,Cotton Fiber,
P002075,User-centric explicit instruction set,Household Goods,Cleaning Supply,733.0,805.0,High,Low,Medium,Cotton Fiber,
P002076,Grass-roots zero-defect model,Household Goods,Cleaning Supply,760.0,1141.0,High,Low,Medium,HDPE Plastic,
P002077,Apple iPad 9th Gen,Electronics,Mobile Device,194.0,225.0,High,Medium,Low,PHA Bioplastic,
P002078,Fortune Soya Oil 1L,Food,Snack,64.0,130.0,Low,Low,Low,Sugarcane Bagasse,
P002079,Automated non-volatile initiative,Apparel,Bottomwear,702.0,3493.0,Low,Low,Low,Palm Fiber,
P002080,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,410.0,1279.0,Medium,Low,Low,EVOH Film,
P002081,Seamless high-level Graphic Interface,Pharmaceuticals,Liquid Medicine,366.0,298.0,High,High,Medium,PBAT Bioplastic,
P002082,Public-key maximized forecast,Pharmaceuticals,OTC Medicine,192.0,233.0,High,Medium,Medium,Wheat Straw,
P002083,Apple iPad 9th Gen,Electronics,Mobile Device,190.0,297.0,High,Medium,Low,Edible Films,
P002084,Sony WH-1000XM5 Headphones,Electronics,Charger,244.0,420.0,Medium,Medium,Low,Bamboo Pulp,
P002085,Tata Salt 1kg,Food,Snack,65.0,141.0,Low,Low,Low,Bamboo Pulp,
P002086,Customizable high-level circuit,Household Goods,Cleaning Supply,719.0,722.0,High,Low,Medium,Stainless Steel,
P002087,Dell Inspiron 15,Electronics,Mobile Device,162.0,276.0,High,Medium,Low,Jute Fiber,
P002088,TP-Link Wireless Router,Electronics,Mobile Device,218.0,244.0,High,Medium,Low,Glass (Soda-lime),99999.0
P002089,Sony WH-1000XM5 Headphones,Electronics,Charger,229.0,379.0,Medium,Medium,Low,Cellulose Acetate,
P002090,Up-sized bandwidth-monitored groupware,Apparel,Topwear,243.0,1572.0,Low,Low,Low,Mushroom Packaging,
P002091,Visionary asynchronous alliance,Apparel,Topwear,185.0,1451.0,Low,Low,Low,PS Plastic,
P002092,Exclusive upward-trending forecast,Household Goods,Cleaning Supply,875.0,841.0,High,Low,Medium,PBAT Bioplastic,
P002093,Digitized didactic customer loyalty,Pharmaceuticals,Liquid Medicine,254.0,356.0,High,High,Medium,Sugarcane Bagasse,
P002094,Nestle Milkmaid,Food,Canned Food,361.0,,Medium,Medium,Low,Notpla (Seaweed-based),
P002095,Re-contextualized multi-state migration,Pharmaceuticals,Liquid Medicine,386.0,417.0,High,High,Medium,Seaweed Film,
P002096,Front-line 5thgeneration intranet,Pharmaceuticals,Liquid Medicine,223.0,382.0,High,High,Medium,Sugarcane Bagasse,
P002097,Triple-buffered next generation emulation,Household Goods,Cleaning Supply,896.0,701.0,High,Low,Medium,PVC Plastic,
P002098,Function-based incremental focus group,Pharmaceuticals,Liquid Medicine,214.0,444.0,High,High,Medium,Hemp Fiber,
P002099,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,190.0,160.0,High,Medium,Low,Wheat Straw,
P002100,Biotique Neem Face Wash,Cosmetics,Cream,160.0,261.0,High,Medium,Low,Edible Films,
P002101,Enterprise-wide human-resource intranet,Apparel,Bottomwear,825.0,3471.0,Low,Low,Low,Paperboard,
P002102,Nivea Men Face Wash,Cosmetics,Haircare,413.0,471.0,Medium,Medium,Low,Coir Fiber,
P002103,Focused intangible methodology,Household Goods,Cleaning Supply,740.0,798.0,High,Low,Medium,PP Plastic,
P002104,L'Orxal Paris Shampoo 175ml,Cosmetics,Cream,123.0,190.0,High,Medium,Low,Sugarcane Bagasse,
P002105,Cross-group tertiary encoring,Pharmaceuticals,OTC Medicine,84.0,188.0,High,Medium,Medium,Bamboo Pulp,
