material_type,product_category,strength,weight_capacity,cost_per_unit,biodegradability_score,co2_emission_score,recyclability_percentage,fragility_level,shipping_type,co2_impact_index,cost_efficiency_index,material_suitability_score
jute,electronics,37.0,5.3,0.17,0.99,1.17,65.5,3.0,air,0.023466447097571015,0.3380725824448153,0.3203122464612824
jute,home,53.0,7.1,0.21,0.98,0.99,61.1,1.0,ground,0.016055990119390698,0.42817695779895676,0.4009357233382068
jute,pharmaceuticals,40.0,7.8,0.17,0.88,1.56,61.0,2.0,ground,0.03952243721696172,0.41608582117978393,0.3342619314720187
bamboo,pharmaceuticals,53.0,8.6,0.23,0.88,0.95,83.8,2.0,ground,0.01440922190201729,0.3838947879890515,0.44667206021689826
glass,food,75.0,12.2,0.46,0.01,1.48,88.9,1.0,ground,0.036228900782214905,0.19518362607558007,0.40838739194293006
bamboo,cosmetics,52.0,8.8,0.25,0.81,1.31,73.6,2.0,ground,0.02923013585837794,0.32451356699888384,0.40705777368523083
plastic,cosmetics,76.0,13.1,0.38,0.13,10.08,51.5,2.0,ground,0.39028406751749695,0.3034723762311269,0.3423137768992575
plastic,cosmetics,54.0,10.1,0.41,0.25,1.48,49.4,2.0,ground,0.036228900782214905,0.11507018347195108,0.2589937736893374
bamboo,cosmetics,59.0,11.6,0.3,0.89,1.34,73.5,2.0,ground,0.030465212021407992,0.30554487240081724,0.487324371971182
jute,pharmaceuticals,43.0,6.9,0.21,0.86,1.59,74.7,2.0,ground,0.04075751337999177,0.3110556525744615,0.3563065854618568
plastic,cosmetics,77.0,10.6,0.2,0.1,15.59,45.3,2.0,ground,0.6171263894606834,0.7942381975649513,0.2846541558510334
bagasse,home,32.0,5.3,0.22,0.99,0.88,85.9,1.0,ground,0.011527377521613834,0.14690845722771867,0.33812351942882723
paper,food,46.0,7.1,0.22,0.94,1.06,76.8,1.0,ground,0.018937834499794158,0.3200851839874713,0.39382636327272486
glass,cosmetics,69.0,13.7,0.54,0.03,17.72,89.7,2.0,ground,0.7048167970358171,0.10737027429273127,0.3354779147732762
paper,cosmetics,33.0,4.6,0.23,0.89,0.94,83.1,2.0,ground,0.01399752984767394,0.13227858050505117,0.3062603459368405
plastic,home,56.0,7.9,0.45,0.24,15.34,32.0,1.0,ground,0.6068340881020997,0.08048830561948835,0.14010635257929566
bagasse,electronics,36.0,6.5,0.23,0.84,0.67,84.4,3.0,air,0.002881844380403461,0.18365022286636792,0.3387696398486842
jute,food,48.0,7.5,0.15,0.96,1.55,75.7,1.0,ground,0.039110745162618366,0.6302669223198882,0.4127907050928068
jute,cosmetics,54.0,9.8,0.27,0.95,1.24,72.9,2.0,ground,0.026348291477974475,0.30786667749161883,0.4546422278830959
jute,home,38.0,5.9,0.3,0.95,1.44,79.0,1.0,ground,0.0345821325648415,0.09093699771706812,0.3419137226461423
glass,pharmaceuticals,69.0,9.3,0.53,0.01,9.16,90.0,2.0,ground,0.3524083985179086,0.0943194334639644,0.30861272115138644
paper,cosmetics,34.0,6.3,0.15,0.97,1.15,78.0,2.0,ground,0.022643062988884313,0.38592019409518213,0.3440907028655837
plastic,electronics,61.0,12.2,0.19,0.19,12.87,38.5,3.0,air,0.5051461506792919,0.6670725290614444,0.2526328890661479
bagasse,food,35.0,5.1,0.18,0.93,0.68,85.6,1.0,ground,0.0032935364347468125,0.2752681607513044,0.3396107236981372
jute,food,37.0,5.2,0.29,0.99,1.48,78.7,1.0,ground,0.036228900782214905,0.08896909491545012,0.3360589225275042
paper,home,53.0,7.6,0.2,0.92,1.65,85.3,1.0,ground,0.04322766570605187,0.4687099414326396,0.4435732440165819
plastic,food,77.0,12.0,0.21,0.18,13.15,42.8,1.0,ground,0.5166735282009057,0.7600206559350263,0.32373196787718406
metal,food,96.0,16.7,0.76,0.0,24.4,91.5,1.0,ground,0.9798270893371757,0.09565460816308281,0.4474410510520629
metal,pharmaceuticals,96.0,16.0,0.41,0.0,13.23,94.0,2.0,ground,0.5199670646356526,0.39678370472632724,0.5148539870815017
bagasse,cosmetics,31.0,5.7,0.22,0.96,0.64,83.5,2.0,ground,0.0016467682173734062,0.14033212583177876,0.3292241047326453
jute,food,54.0,8.3,0.18,0.97,0.99,68.4,1.0,ground,0.016055990119390698,0.5726641801468245,0.43674685678552955
jute,home,50.0,7.7,0.21,0.99,1.28,64.2,1.0,ground,0.027995059695347883,0.40061900362848724,0.40319380886521233
plastic,food,47.0,7.4,0.31,0.19,15.57,33.8,1.0,ground,0.6163030053519968,0.16122844689776586,0.09727517817079051
metal,electronics,91.0,13.1,0.41,0.0,15.05,97.9,3.0,air,0.5948950185261425,0.35032155821464517,0.45446858635419524
metal,food,97.0,17.6,0.59,0.0,17.19,90.8,1.0,ground,0.6829971181556196,0.20644974183120385,0.5046917287270295
bagasse,food,41.0,6.9,0.26,0.9,1.48,75.2,1.0,ground,0.036228900782214905,0.18231978309250624,0.35341754373970596
plastic,food,52.0,7.7,0.21,0.19,17.66,30.5,1.0,ground,0.702346644709757,0.42358396543721183,0.11501748935087122
plastic,food,66.0,9.9,0.28,0.09,13.38,47.3,1.0,ground,0.5261424454508029,0.391720859067953,0.23270553001574285
bagasse,food,38.0,5.3,0.17,0.98,0.99,87.3,1.0,ground,0.016055990119390698,0.3522568076693551,0.36831870066363936
jute,home,44.0,8.7,0.18,0.88,1.49,60.6,1.0,ground,0.03664059283655825,0.44406049608389686,0.36254411247822443
jute,cosmetics,38.0,6.1,0.17,0.99,1.63,69.0,2.0,ground,0.042404281597365166,0.3636041878489869,0.3407886383706088
bamboo,home,42.0,7.2,0.27,0.89,1.35,84.2,1.0,ground,0.030876904075751343,0.1774765896882554,0.37816328547767186
jute,cosmetics,41.0,7.4,0.22,0.97,1.47,69.7,2.0,ground,0.03581720872787155,0.26857058805260814,0.36582422859006775
paper,electronics,41.0,5.6,0.16,0.95,1.42,76.9,3.0,air,0.03375874845615479,0.44037604868119723,0.3569526798339622
jute,home,49.0,8.0,0.27,0.89,0.94,70.0,1.0,ground,0.01399752984767394,0.24713704755580573,0.3918385745617443
bamboo,cosmetics,48.0,8.2,0.29,0.82,1.36,68.0,2.0,ground,0.031288596130094694,0.20537784734581335,0.36887287719307515
bamboo,home,46.0,9.1,0.21,0.85,1.48,73.2,1.0,ground,0.036228900782214905,0.3707645532771453,0.3944419953715744
jute,home,44.0,7.4,0.29,0.91,1.7,66.0,1.0,ground,0.04528612597776863,0.1654662750839745,0.35315012992879175
plastic,cosmetics,74.0,10.2,0.4,0.23,7.93,27.9,2.0,ground,0.30177027583367644,0.24566407192580753,0.2731833528428695
bagasse,food,36.0,6.8,0.25,0.94,0.62,80.4,1.0,ground,0.0008233841086867031,0.1508983234472753,0.35331719345285756
jute,pharmaceuticals,58.0,8.1,0.26,0.84,0.98,72.4,2.0,ground,0.015644298065047347,0.35111240695789553,0.427836032936669
metal,food,91.0,17.5,0.57,0.0,17.85,95.4,1.0,ground,0.7101687937422808,0.19707830151104094,0.4854848635085891
bagasse,home,44.0,6.7,0.15,0.99,0.94,82.8,1.0,ground,0.01399752984767394,0.5531047976173494,0.40772903234478525
bagasse,electronics,44.0,8.3,0.15,0.95,0.88,89.9,3.0,air,0.011527377521613834,0.578825505851529,0.4362267900781337
bagasse,food,36.0,4.9,0.24,0.99,1.07,82.6,1.0,ground,0.01934952655413751,0.1490093854113948,0.3410571646832508
bagasse,pharmaceuticals,46.0,6.7,0.21,0.96,0.79,78.7,2.0,ground,0.007822149032523675,0.3432065991066759,0.3981826556965287
jute,pharmaceuticals,45.0,8.4,0.24,0.87,1.33,73.8,2.0,ground,0.03005351996706464,0.2745990950582808,0.384282629289996
bamboo,home,61.0,12.1,0.33,0.78,0.8,73.0,1.0,ground,0.008233841086867026,0.2722249148018144,0.479763815862145
bamboo,food,61.0,11.0,0.21,0.76,1.48,74.8,1.0,ground,0.036228900782214905,0.5648184805608678,0.4706317656483013
jute,food,55.0,7.6,0.21,0.97,1.0,78.7,1.0,ground,0.01646768217373405,0.4568831600598624,0.4506106993271785
bamboo,pharmaceuticals,63.0,9.0,0.34,0.84,1.26,73.3,2.0,ground,0.02717167558666118,0.24871346538493916,0.4565566304446715
bamboo,electronics,55.0,8.3,0.23,0.75,0.83,74.2,3.0,air,0.009468917249897077,0.40171760268583484,0.4060274690217496
jute,cosmetics,47.0,8.0,0.22,0.93,0.91,76.7,2.0,ground,0.012762453684643888,0.34091023340794785,0.40874784564731464
glass,electronics,93.0,15.0,0.44,0.03,21.59,85.9,3.0,air,0.8641416220666941,0.32995102623701866,0.44098409677151273
bamboo,cosmetics,52.0,7.9,0.25,0.88,1.13,65.7,2.0,ground,0.021819678880197608,0.3158328048213034,0.3933591846934141
plastic,home,52.0,8.4,0.2,0.22,13.3,39.8,1.0,ground,0.5228489090160561,0.46629862101684466,0.1683241044094357
plastic,pharmaceuticals,54.0,9.8,0.34,0.24,11.97,41.1,2.0,ground,0.46809386578839035,0.1905579709197604,0.19779863360654687
plastic,home,78.0,15.3,0.32,0.15,6.82,27.3,1.0,ground,0.25607245780156446,0.4411317823927573,0.35270944711773855
bagasse,food,38.0,6.7,0.14,0.91,0.88,77.9,1.0,ground,0.011527377521613834,0.5079783670013093,0.35652823132714534
jute,cosmetics,39.0,6.1,0.25,0.92,1.21,74.0,2.0,ground,0.025113215314944422,0.17308249345664753,0.33728541594682865
glass,pharmaceuticals,77.0,10.8,0.49,0.03,19.26,87.8,2.0,ground,0.7682173734046933,0.1701503840303073,0.3244929120662517
plastic,home,56.0,10.4,0.42,0.08,12.83,43.8,1.0,ground,0.5034993824619185,0.1192991291322267,0.17874267609322553
paper,food,34.0,5.4,0.21,0.92,1.48,90.2,1.0,ground,0.036228900782214905,0.1904896030786576,0.34129555485556873
bamboo,cosmetics,58.0,8.0,0.35,0.82,1.36,83.7,2.0,ground,0.031288596130094694,0.19278696536418657,0.4375855717529565
paper,electronics,41.0,5.5,0.15,0.95,1.7,85.7,3.0,air,0.04528612597776863,0.48558793850262805,0.37331575297996467
plastic,pharmaceuticals,72.0,11.6,0.26,0.14,7.09,50.7,2.0,ground,0.26718814326883494,0.5134130068284621,0.3261369724694404
bamboo,home,40.0,6.3,0.31,0.8,0.8,80.5,1.0,ground,0.008233841086867026,0.09822286618539534,0.33100497459627043
metal,pharmaceuticals,85.0,14.7,0.48,0.0,12.67,94.9,2.0,ground,0.4969123095924249,0.23893266095756235,0.4484731448426013
glass,pharmaceuticals,84.0,12.8,0.6,0.01,19.78,88.8,2.0,ground,0.7896253602305475,0.12710751261406844,0.36978612728571086
plastic,electronics,72.0,10.6,0.39,0.2,17.07,36.5,3.0,air,0.6780568135034993,0.24878639778895925,0.24471952664480695
paper,cosmetics,45.0,7.4,0.22,0.92,1.74,89.7,2.0,ground,0.04693289419514204,0.3124127973588746,0.41331275559995795
bagasse,food,37.0,5.9,0.21,0.98,1.15,85.3,1.0,ground,0.022643062988884313,0.23067828624392553,0.3643582198063743
jute,food,58.0,8.5,0.16,0.99,0.94,60.3,1.0,ground,0.01399752984767394,0.7402836505130606,0.4458277376589636
glass,home,76.0,11.8,0.44,0.01,12.71,78.7,1.0,ground,0.49855907780979836,0.21924919614477106,0.3415508996405334
paper,home,35.0,5.1,0.2,0.98,1.62,91.5,1.0,ground,0.04199258954302182,0.22154959881366204,0.356426823558609
plastic,electronics,77.0,12.5,0.4,0.12,15.99,78.7,3.0,air,0.6335940716344175,0.27761414730987904,0.3667958622750758
plastic,home,55.0,9.0,0.4,0.17,17.27,32.0,1.0,ground,0.6862906545903663,0.12389208649972347,0.13235420529661263
glass,electronics,79.0,12.7,0.47,0.01,16.23,78.7,3.0,air,0.6434746809386579,0.20854521130518272,0.3500590973977381
plastic,electronics,73.0,8.4,0.19,0.15,1.48,38.4,3.0,air,0.036228900782214905,0.7711400143570758,0.29214113179193857
paper,electronics,35.0,4.9,0.13,0.87,1.01,92.5,3.0,air,0.0168793742280774,0.4781677443756352,0.34144294077136966
bamboo,electronics,56.0,10.7,0.32,0.88,1.19,69.3,3.0,air,0.024289831206257717,0.24069039700408762,0.4506118352405251
bamboo,food,44.0,6.2,0.33,0.84,1.35,80.6,1.0,ground,0.030876904075751343,0.10489356241836434,0.35151607701460663
plastic,food,55.0,9.5,0.27,0.23,14.31,41.4,1.0,ground,0.5644298065047345,0.3141182570438349,0.19222400225947622
paper,home,42.0,8.0,0.19,0.92,1.16,83.8,1.0,ground,0.023054755043227664,0.3726376926152679,0.40081448830873573
paper,food,50.0,8.0,0.22,0.86,0.83,81.5,1.0,ground,0.009468917249897077,0.37379189038764765,0.41801078744176884
paper,pharmaceuticals,50.0,7.0,0.22,0.99,1.1,88.2,2.0,ground,0.020584602717167565,0.36283133806108103,0.4431906504364733
paper,food,52.0,8.4,0.25,0.88,1.69,93.8,1.0,ground,0.04487443392342527,0.32065545047551475,0.4557088175941998
jute,cosmetics,46.0,9.1,0.15,0.94,1.32,73.4,2.0,ground,0.02964182791272129,0.6238367452613433,0.417924555276494
plastic,home,64.0,8.9,0.42,0.15,17.54,40.5,1.0,ground,0.6974063400576368,0.15661728092372337,0.1810648682095851
jute,cosmetics,41.0,7.9,0.26,0.94,1.13,69.4,2.0,ground,0.021819678880197608,0.19159410308511005,0.3644214299928717
bamboo,pharmaceuticals,49.0,6.8,0.32,0.85,1.12,82.1,2.0,ground,0.021407986825854267,0.15855464133730177,0.3881361607407934
glass,home,92.0,14.3,0.56,0.01,14.28,86.1,1.0,ground,0.5631947303417044,0.19580161275757296,0.4448600588979191
glass,home,68.0,10.9,0.54,0.0,19.65,89.9,1.0,ground,0.7842733635240839,0.09040166979920532,0.27975868211174304
metal,cosmetics,52.0,12.1,0.57,0.0,23.14,90.4,2.0,ground,0.9279538904899135,0.00924852266078278,0.21086596566735055
paper,electronics,54.0,8.4,0.16,1.0,0.96,85.9,3.0,air,0.014820913956360642,0.6784936420954404,0.4817499962961703
bagasse,cosmetics,31.0,5.0,0.27,0.93,0.6,89.1,2.0,ground,0.0,0.059589660989324,0.32179131304514935
paper,electronics,35.0,6.1,0.14,0.86,0.81,86.3,3.0,air,0.008645533141210379,0.4459731177485958,0.34297252170390025
bamboo,food,57.0,8.4,0.31,0.86,0.93,65.6,1.0,ground,0.013585837793330592,0.24679158119851594,0.4140606473317139
paper,cosmetics,48.0,8.4,0.2,0.87,0.87,94.5,2.0,ground,0.011115685467270483,0.4180722127009466,0.4448121663725322
bagasse,home,32.0,6.2,0.22,0.93,0.99,83.9,1.0,ground,0.016055990119390698,0.15677295432162872,0.33371194121033265
glass,home,69.0,11.1,0.51,0.02,10.09,93.6,1.0,ground,0.3906957595718403,0.11680015411090075,0.3399964800231941
paper,food,46.0,6.9,0.13,0.91,1.63,93.2,1.0,ground,0.042404281597365166,0.7192991367584689,0.4231858717102974
bamboo,pharmaceuticals,49.0,7.4,0.28,0.79,0.96,70.0,2.0,ground,0.014820913956360642,0.2237893759241743,0.36291283392512047
jute,pharmaceuticals,48.0,6.7,0.24,0.91,1.33,61.5,2.0,ground,0.03005351996706464,0.2876604248615569,0.35700972798448605
paper,food,42.0,6.6,0.23,0.93,0.84,80.1,1.0,ground,0.009880609304240428,0.2476026756018847,0.3746481811195009
metal,pharmaceuticals,77.0,11.1,0.41,0.0,17.66,78.7,2.0,ground,0.702346644709757,0.2562210083175675,0.31626639193097583
bagasse,pharmaceuticals,30.0,5.2,0.18,0.97,0.88,84.4,2.0,ground,0.011527377521613834,0.20962669701085182,0.3239270330334918
bamboo,home,44.0,7.8,0.32,0.81,0.97,77.3,1.0,ground,0.015232606010703994,0.12841307962471987,0.3626379720109295
plastic,pharmaceuticals,58.0,10.3,0.34,0.07,16.43,49.1,2.0,ground,0.651708522025525,0.22247257154089506,0.18606874557093275
plastic,pharmaceuticals,79.0,10.6,0.2,0.17,8.32,28.2,2.0,ground,0.3178262659530671,0.8183514017229003,0.30204630389219156
plastic,home,49.0,6.6,0.31,0.24,15.89,41.4,1.0,ground,0.629477151090984,0.17056260700330222,0.11950194561933469
paper,food,30.0,4.2,0.15,0.9,1.48,77.9,1.0,ground,0.036228900782214905,0.28785999395237255,0.28275639240400224
paper,home,36.0,6.4,0.21,0.86,0.9,84.5,1.0,ground,0.012350761630300537,0.22493704579174442,0.3421480289636813
bagasse,electronics,43.0,8.2,0.15,0.99,0.88,86.7,3.0,air,0.011527377521613834,0.5611425189405306,0.4319342060464192
bamboo,cosmetics,55.0,10.5,0.32,0.85,1.02,71.9,2.0,ground,0.01729106628242075,0.231647928490313,0.4436183258003924
glass,cosmetics,72.0,8.4,0.41,0.02,12.21,78.7,2.0,ground,0.4779744750926308,0.21093511867959902,0.28447799197141943
jute,cosmetics,55.0,9.3,0.24,0.99,1.21,68.8,2.0,ground,0.025113215314944422,0.38411332187036534,0.4541148849847377
paper,home,50.0,9.0,0.22,0.9,1.24,80.5,1.0,ground,0.026348291477974475,0.3847524427142143,0.43577592397203496
paper,food,40.0,5.4,0.13,0.87,1.07,76.1,1.0,ground,0.01934952655413751,0.5801848719222187,0.33590060393909427
plastic,cosmetics,55.0,9.3,0.27,0.1,14.14,52.1,2.0,ground,0.5574310415808975,0.3123320914574874,0.18626787934586053
paper,electronics,34.0,4.6,0.23,0.87,1.33,82.1,3.0,air,0.03005351996706464,0.14276258915021786,0.3029421334514183
paper,cosmetics,37.0,5.4,0.14,0.91,0.91,84.0,2.0,ground,0.012762453684643888,0.4683639022009645,0.3470580113749996
paper,home,52.0,10.0,0.16,0.94,0.91,91.1,1.0,ground,0.012762453684643888,0.6724653485912825,0.4935960974853363
jute,electronics,49.0,8.1,0.2,0.95,1.18,66.6,3.0,air,0.023878139151914366,0.4265118341562288,0.4023434293007065
plastic,electronics,62.0,9.9,0.22,0.07,9.34,27.1,3.0,air,0.35981885549608894,0.5261435677269237,0.19073747024839144
plastic,pharmaceuticals,60.0,8.6,0.29,0.21,16.47,49.4,2.0,ground,0.6533552902428983,0.3084827423555635,0.2039213504065026
jute,pharmaceuticals,50.0,9.4,0.21,1.0,1.28,75.5,2.0,ground,0.027995059695347883,0.42013922116590313,0.45144974887115236
glass,cosmetics,92.0,18.2,0.32,0.01,13.7,87.6,2.0,ground,0.53931659118979,0.5684798806284161,0.520688293680002
glass,cosmetics,89.0,14.6,0.51,0.01,1.48,88.2,2.0,ground,0.036228900782214905,0.22791035409350682,0.4965706113122108
paper,food,45.0,8.9,0.24,0.97,1.16,94.8,1.0,ground,0.023054755043227664,0.27962268344415625,0.4550084933083673
plastic,cosmetics,62.0,8.9,0.41,0.15,9.98,31.8,2.0,ground,0.38616714697406346,0.15506291717820916,0.18630260528585224
bagasse,food,33.0,4.9,0.23,0.97,1.48,81.4,1.0,ground,0.036228900782214905,0.13542378309860117,0.3205885156446932
plastic,pharmaceuticals,75.0,13.3,0.32,0.11,8.29,49.8,2.0,ground,0.31659118979003703,0.40345483025202994,0.3449469587408848
plastic,electronics,58.0,8.8,0.23,0.17,14.48,49.3,3.0,air,0.5714285714285715,0.4384116329439183,0.20232679356656338
paper,pharmaceuticals,53.0,8.4,0.19,0.99,1.57,91.1,2.0,ground,0.03993412927130507,0.5173168794896821,0.48139925203906386
paper,electronics,47.0,8.4,0.24,0.86,1.56,91.6,3.0,air,0.03952243721696172,0.29469344860178254,0.42670721391474353
glass,cosmetics,92.0,14.4,0.52,0.01,12.65,88.2,2.0,ground,0.49608892548373823,0.23147462788575793,0.46019009028257835
paper,electronics,35.0,5.2,0.14,0.92,0.91,78.0,3.0,air,0.012762453684643888,0.4304718054354174,0.32529701913574643
jute,cosmetics,55.0,8.4,0.29,0.97,1.33,64.4,2.0,ground,0.03005351996706464,0.2652452057385715,0.4247162877031941
bagasse,home,39.0,6.6,0.27,0.93,0.88,83.3,1.0,ground,0.011527377521613834,0.14532560913400136,0.36509225615971236
bamboo,food,40.0,6.9,0.24,0.81,0.76,72.7,1.0,ground,0.006587072869493621,0.2092924460419001,0.3303533897782167
jute,home,58.0,8.1,0.24,0.84,1.05,69.2,1.0,ground,0.018526142445450807,0.4021982400595168,0.4224250301405162
plastic,cosmetics,57.0,9.9,0.25,0.23,12.75,43.7,2.0,ground,0.5002058460271717,0.38334984398026234,0.21895705511085606
plastic,electronics,79.0,13.6,0.35,0.12,15.41,37.5,3.0,air,0.6097159324825031,0.3760477096642307,0.3115305539271706
jute,pharmaceuticals,52.0,7.6,0.27,0.94,1.61,74.1,2.0,ground,0.04158089748867848,0.27035720017832254,0.41516611285091015
plastic,electronics,63.0,10.0,0.33,0.21,15.69,42.2,3.0,air,0.6212433100041169,0.2714942102062535,0.2213186043044162
bagasse,food,49.0,6.9,0.2,0.98,0.76,75.8,1.0,ground,0.006587072869493621,0.41204391166145926,0.41281236366877627
bagasse,food,36.0,7.1,0.25,0.97,1.06,76.1,1.0,ground,0.018937834499794158,0.15379191083980212,0.35269991235791076
bagasse,electronics,33.0,8.4,0.25,0.9,0.71,78.7,3.0,air,0.004528612597776862,0.13739491561548353,0.35002206671195335
plastic,pharmaceuticals,73.0,13.7,0.43,0.22,11.37,38.8,2.0,ground,0.4433923425277892,0.22427064420499235,0.3202235262396491
bamboo,cosmetics,44.0,8.2,0.22,0.86,0.8,80.5,2.0,ground,0.008233841086867026,0.31022068689356136,0.3926896016785958
bagasse,electronics,33.0,4.6,0.17,0.91,0.71,87.1,3.0,air,0.004528612597776862,0.2714067238894785,0.32386076060947083
jute,food,51.0,7.2,0.16,0.96,0.92,66.7,1.0,ground,0.013174145738987241,0.6151965603017808,0.4050945390803823
paper,cosmetics,31.0,4.8,0.17,0.95,1.4,93.6,2.0,ground,0.03293536434746809,0.24587511848530696,0.33641999310614845
bagasse,food,42.0,6.2,0.21,0.98,0.63,84.5,1.0,ground,0.0012350761630300546,0.29153543503704565,0.3906438513294447
paper,pharmaceuticals,51.0,9.9,0.13,0.99,1.16,85.6,2.0,ground,0.023054755043227664,0.8676876859171356,0.48774115468169366
paper,pharmaceuticals,37.0,5.8,0.15,0.9,1.67,90.0,2.0,ground,0.04405104981473857,0.42610880071108764,0.3589619004123858
bamboo,home,40.0,7.1,0.24,0.84,1.39,79.9,1.0,ground,0.03252367229312474,0.21130188139625025,0.3512975973737211
glass,pharmaceuticals,94.0,14.0,0.49,0.02,9.34,93.4,2.0,ground,0.35981885549608894,0.2695561320643298,0.49202751211707785
glass,pharmaceuticals,94.0,17.2,0.41,0.02,12.69,91.5,2.0,ground,0.4977356937011116,0.39207867723147344,0.5234465893161601
bagasse,electronics,35.0,4.8,0.24,0.93,0.7,84.0,3.0,air,0.004116920543433511,0.13795749096246882,0.32776586323062884
glass,cosmetics,79.0,8.4,0.26,0.01,12.11,91.1,2.0,ground,0.4738575545491972,0.5486554228003567,0.3499033289486148
plastic,home,73.0,12.4,0.42,0.08,17.95,48.5,1.0,ground,0.7142857142857142,0.22838295744583229,0.26828817935019983
jute,cosmetics,52.0,6.6,0.23,0.99,1.12,66.7,2.0,ground,0.021407986825854267,0.3524427620535515,0.4013638141270145
glass,food,66.0,9.8,0.32,0.0,18.49,94.3,1.0,ground,0.7365170852202552,0.30926244990021146,0.28621619755751737
glass,food,82.0,12.8,0.57,0.0,12.79,94.4,1.0,ground,0.5018526142445451,0.13912181569463247,0.4016120936018008
bamboo,home,63.0,10.5,0.21,0.86,1.14,72.5,1.0,ground,0.022231370934540962,0.5820422019174112,0.48923140306121393
bagasse,cosmetics,49.0,7.7,0.27,1.0,1.19,86.0,2.0,ground,0.024289831206257717,0.2444577991762846,0.4417223233388648
jute,pharmaceuticals,44.0,6.3,0.22,0.92,1.41,75.7,2.0,ground,0.033347056401811445,0.2893956374730847,0.36661249458131584
plastic,cosmetics,45.0,8.8,0.44,0.21,12.41,40.5,2.0,ground,0.4862083161794978,0.03291938311821567,0.12875403535857963
bamboo,electronics,61.0,10.9,0.34,0.8,1.34,68.8,3.0,air,0.030465212021407992,0.24800425203780288,0.45593532228098155
glass,electronics,77.0,11.7,0.59,0.03,19.56,89.9,3.0,air,0.7805681350349938,0.10059651270941963,0.3323939799658363
bamboo,food,56.0,7.9,0.2,0.84,0.88,76.1,1.0,ground,0.011527377521613834,0.5084967282932554,0.4288847611939053
